concave,1,2,convex,4,5,linear,7,8
4,6263,790.2,3,4364,6228,1,6143,2153
3,6398,790.2,2,4795,6187,2,6072,1880
2,6491,790.2,3,5213,3028.5,3,6047,870
3,6722,1105.5,3,5368,3028.5,2,6069,870
2,6931,1105.5,2,5572,1236.4,2,6010,1663
3,7099,1105.5,4,5828,1236.4,2,5999,1787
2,7159,1105.5,2,6179,1236.4,1,5973,944
3,3097,2389.5,4,6346,1236.4,3,5855,944
1,2969,2389.5,2,6524,1236.4,2,5853,424.2
2,2853,1670.666667,2,6391,1555,2,5748,424.2
2,2703,1670.666667,2,6573,1555,1,5761,424.2
2,2499,1670.666667,3,6622,1555,2,5511,424.2
1,2247,5130,4,6642,1555,1,5592,424.2
1,2116,2644.5,4,6521,1681.25,3,5270,526.8
3,2093,2644.5,4,6405,1681.25,1,5253,526.8
2,2164,1793.333333,5,6223,1681.25,3,5106,526.8
3,2295,1793.333333,2,6154,1681.25,1,5057,526.8
4,2429,1793.333333,1,5621,1494.6,1,4971,526.8
5,2547,2771.5,1,5678,1494.6,1,4887,746.25
3,2518,2771.5,1,5826,1494.6,2,4893,746.25
3,2564,1438.75,1,6426,1494.6,3,4844,746.25
1,2683,1438.75,1,6719,1494.6,2,4915,746.25
2,2788,1438.75,1,7843,1186.428571,2,6095,676.6
3,2976,1438.75,1,8127,1186.428571,1,6417,676.6
4,3112,1187.4,2,8018,1186.428571,1,5645,676.6
6,3376,1187.4,2,7906,1186.428571,1,5268,676.6
5,3691,1187.4,2,7894,1186.428571,1,5092,676.6
6,3999,1187.4,2,7744,1186.428571,2,4868,1287.666667
6,4320,1187.4,4,6776,1186.428571,2,4752,1287.666667
5,4544,2077.333333,3,6847,895,1,4732,1287.666667
3,4508,2077.333333,4,6820,895,1,4816,2126.5
1,4651,2077.333333,2,6770,895,1,5039,2126.5
2,4725,1576.5,3,6866,895,4,5082,4519
2,4680,1576.5,4,7138,895,5,5045,5221
3,4522,1576.5,3,7486,895,3,5082,5404
1,4446,1576.5,2,8063,895,1,5101,5547
2,3621,1071.333333,3,8267,895,3,5237,5740
2,3481,1071.333333,2,8784,895,3,5592,5849
4,3436,1071.333333,2,9158,895,1,5604,5196
3,3428,1071.333333,1,9928,1182.75,1,5411,5046
5,3371,1071.333333,3,3486,1182.75,1,5216,4971
2,3639,1071.333333,4,3451,1182.75,1,6052,4146
2,3675,1638.25,4,3576,1182.75,2,6443,2048.5
2,3645,1638.25,4,3825,1182.75,1,6609,2048.5
3,3551,1638.25,2,4060,1182.75,1,6624,978
3,3372,1638.25,4,4411,1182.75,2,6754,978
2,3419,3317,3,5051,1182.75,1,6845,978
2,3439,3317,1,5450,1406.142857,1,2350,978
3,3388,2205.666667,3,6164,1406.142857,2,2475,1313
2,3406,2205.666667,7,6774,1406.142857,1,2666,1313
2,3341,2205.666667,2,7681,1406.142857,1,2938,1313
2,3255,2226.333333,1,8245,1406.142857,1,3084,1325.333333
1,3125,2226.333333,1,8633,1406.142857,1,3126,1325.333333
1,431,2226.333333,3,3795,1406.142857,1,2418,1325.333333
3,580,6608,1,3823,1460.428571,1,2155,1050.75
4,766,685,2,3771,1460.428571,1,1978,1050.75
4,933,685,2,3676,1460.428571,2,1794,1050.75
3,1094,1451,4,3505,1460.428571,1,1754,1050.75
5,1260,491.6666667,2,3518,1460.428571,5,1796,857.4
7,1522,491.6666667,3,3447,1460.428571,5,1916,857.4
5,1712,491.6666667,4,3459,1460.428571,6,2184,857.4
6,1896,780,4,3422,1800.333333,7,2621,857.4
6,2168,780,2,3358,1800.333333,7,3024,857.4
8,2309,549.3333333,1,3403,1800.333333,5,3570,4562
6,2531,549.3333333,1,3470,1800.333333,4,4151,1512
5,2679,549.3333333,1,3197,1800.333333,5,4517,1512
5,2788,600,3,3414,1800.333333,8,5082,1512
4,2852,600,2,3591,2779.25,5,5564,4437
8,2912,600,5,3721,2779.25,3,6340,4396
7,2913,498.5,3,3761,2779.25,2,7339,2081
7,2961,498.5,2,3689,2779.25,1,8598,2081
6,2945,498.5,1,3650,1638.285714,1,9717,1980.5
3,2966,498.5,1,3973,1638.285714,3,10640,1980.5
2,3067,1165.5,1,4590,1638.285714,5,11378,1860.5
2,3055,1165.5,3,4935,1638.285714,2,11973,1860.5
1,3103,654,2,5137,1638.285714,1,12664,1746
1,2974,654,1,5214,1638.285714,1,12957,1746
1,2800,654,1,5300,1638.285714,2,13241,1194.333333
1,2710,654,2,5400,2272.4,1,13177,1194.333333
5,2509,700.5,1,5332,2272.4,1,12053,1194.333333
5,2578,700.5,1,5424,2272.4,1,11856,1210
5,2777,700.5,1,3326,2272.4,3,11196,1210
4,3158,700.5,1,3412,2272.4,2,10711,1210
3,3559,500,2,3517,3704,1,10053,955.75
2,3749,500,3,3900,3609,1,4653,955.75
4,4017,500,3,4477,3802,2,5158,955.75
2,4167,500,2,4859,2175,1,5098,955.75
3,4425,500,3,5501,2175,1,5383,679.5
2,4607,500,2,5933,2319.5,1,5490,679.5
2,4624,1051.333333,3,6350,2319.5,1,5633,679.5
2,4644,1051.333333,2,6666,5080,1,5659,679.5
2,4584,1051.333333,3,7006,5691,1,5533,679.5
1,4421,3235,3,7419,1556.25,2,5439,679.5
1,4416,1598.5,3,7736,1556.25,1,5439,1045.5
2,4303,1598.5,2,7621,1556.25,1,5433,1045.5
2,4240,3300,2,7854,1556.25,2,5224,1045.5
2,4067,3492,1,8019,1390.6,2,5108,1045.5
1,3859,876.25,1,8608,1390.6,2,4981,1073.25
1,3761,876.25,2,8674,1390.6,1,4776,1073.25
2,3628,876.25,3,8846,1390.6,1,4514,1073.25
2,3495,876.25,3,8902,1390.6,1,3865,1073.25
3,3307,795.5,3,9124,2588.333333,2,3358,724.8333333
2,2980,795.5,3,9068,2588.333333,1,3211,724.8333333
1,2657,795.5,3,8989,2588.333333,3,3267,724.8333333
1,2373,795.5,1,9101,1462.666667,3,3506,724.8333333
1,1592,3022,1,8674,1462.666667,5,4069,724.8333333
3,1757,1483,2,3111,1462.666667,4,5043,724.8333333
2,1838,1483,1,3180,1462.666667,5,6153,2132
3,1994,1472,3,3459,1462.666667,2,7372,2132
6,2075,1472,3,3663,1462.666667,2,8355,2161.5
6,2241,2890,2,4236,1238.125,4,9185,2161.5
4,2352,2749,1,4660,1238.125,6,9719,2232.5
3,2471,2613,3,5357,1238.125,3,10109,2232.5
2,2664,2458,1,6050,1238.125,1,10571,2462.5
4,2819,2252,3,6642,1238.125,1,4266,2462.5
4,3069,2055,3,7255,1238.125,1,3897,4881
2,3368,183.4,4,8122,1238.125,1,3101,5044
6,3769,183.4,4,9075,1238.125,1,3095,3084
6,4355,183.4,6,9706,1316.625,1,2443,3100
6,4843,183.4,3,10058,1316.625,1,2613,3186
2,5270,183.4,3,10288,1316.625,1,2714,3286
2,5595,212.4,1,10107,1316.625,1,2900,1767.5
2,6046,212.4,2,10269,1316.625,2,2998,1767.5
2,6556,212.4,1,10243,1316.625,3,3188,1256.333333
5,6986,212.4,2,10062,1316.625,2,3253,1256.333333
3,7173,212.4,2,9711,1316.625,2,3408,1256.333333
2,7482,161.625,2,9484,1633.714286,1,3674,1178.75
1,6619,161.625,1,3074,1633.714286,3,4037,1178.75
1,6043,161.625,1,3537,1633.714286,1,4272,1178.75
1,5074,161.625,2,3527,1633.714286,3,4457,1178.75
2,1370,161.625,4,3872,1633.714286,1,3605,1751.666667
4,1681,161.625,5,4585,1633.714286,1,1366,1751.666667
3,1982,161.625,5,5537,1633.714286,1,1487,1751.666667
6,2180,161.625,6,6427,1509.5,2,1648,2882
6,2338,396.75,7,7378,1509.5,1,1810,2882
6,2455,396.75,6,8174,1509.5,1,2142,1563.5
7,2697,396.75,4,8819,1509.5,3,2660,1563.5
7,3016,396.75,4,9210,1509.5,1,3192,1563.5
6,3349,263,4,9561,1509.5,1,3853,1563.5
8,3781,263,4,9887,1509.5,2,4376,2202.333333
9,4291,263,3,10071,1509.5,1,4609,2202.333333
7,4726,263,2,10409,2459,1,4652,2202.333333
6,5248,263,2,10562,2459,1,4793,1738.25
5,5589,263,2,10814,2459,1,4865,1738.25
5,6033,263,2,11155,2459,1,3233,1738.25
1,6460,263,1,11290,2459,3,3072,1738.25
4,6818,344.875,2,11196,12504,2,2938,2445.666667
2,7403,344.875,1,11000,6197.5,1,3028,2445.666667
3,7739,344.875,1,6758,6197.5,1,3064,2445.666667
5,7930,344.875,1,3933,12190,1,2046,7296
5,8283,344.875,1,4057,12371,1,1943,7644
3,8504,344.875,1,4054,4108,4,1998,7869
1,8827,344.875,1,4157,4253,2,2025,5840
3,8867,344.875,2,4357,2241,2,2152,5565
2,9087,318.8181818,3,4569,2241,1,2212,5309
2,9064,318.8181818,1,4858,1645,2,2280,4762
6,9299,318.8181818,1,5258,1645,3,2409,2385.5
4,9340,318.8181818,2,5669,1645,3,2383,2385.5
3,9259,318.8181818,2,6000,1781.333333,3,2544,1618.333333
1,8896,318.8181818,2,6492,1781.333333,3,2613,1618.333333
1,7775,318.8181818,5,6978,1781.333333,1,2710,1618.333333
1,5997,318.8181818,3,7410,2851,7,2928,1227
1,5540,318.8181818,2,7657,2851,4,3251,1227
1,4932,318.8181818,3,7856,5955,4,3885,1227
1,3980,318.8181818,3,8186,2084,6,4497,1227
1,1723,383.7272727,2,8648,2084,8,5109,1287.25
1,1235,383.7272727,2,8799,2084,5,5908,1287.25
1,1204,383.7272727,2,9005,1330.4,8,6672,1287.25
1,1209,383.7272727,2,9082,1330.4,7,7518,1287.25
2,1233,383.7272727,2,9275,1330.4,5,8244,1118.2
2,1282,383.7272727,1,7324,1330.4,4,8711,1118.2
1,1306,383.7272727,2,7218,1330.4,2,8925,1118.2
1,1321,383.7272727,3,7022,1742,4,9055,1118.2
1,1371,383.7272727,1,7135,1742,1,9327,1118.2
2,1412,383.7272727,3,7417,1742,6,9608,1488.25
3,1402,383.7272727,1,7599,1742,2,9939,1488.25
2,1362,555.3333333,1,6949,3512,2,9621,1488.25
1,1390,555.3333333,1,7148,3512,3,9371,1488.25
2,1417,555.3333333,3,7177,1765,1,8912,3057
1,1443,555.3333333,3,7310,1765,1,8147,3057
1,1383,555.3333333,2,7385,1765,2,7104,2109
2,1299,555.3333333,2,7501,1765,1,6502,2109
2,1198,555.3333333,2,7782,1439.6,1,5567,2109
2,1177,555.3333333,1,8342,1439.6,2,5146,3258
2,1233,555.3333333,1,4320,1439.6,2,4833,3258
3,1260,644.1111111,4,4410,1439.6,4,4715,6815
3,1262,644.1111111,3,4373,1439.6,3,4787,6976
2,1302,644.1111111,4,4525,1252.166667,2,5161,6959
3,1278,644.1111111,1,4827,1252.166667,1,5187,1483.4
3,1331,644.1111111,2,5322,1252.166667,1,5069,1483.4
2,1292,644.1111111,2,5617,1252.166667,1,3004,1483.4
2,1352,644.1111111,1,5707,1252.166667,2,2992,1483.4
2,1434,644.1111111,2,5937,1252.166667,3,3026,1483.4
3,1624,644.1111111,1,4538,2662.333333,1,3306,1560.4
1,1722,1339,2,4848,2662.333333,1,3629,1560.4
1,1790,1339,3,5281,2662.333333,3,4122,1560.4
3,1777,1339,4,6019,2724,2,4506,1560.4
2,1850,1339,2,7068,2724,2,4831,1560.4
1,1925,1339,3,8769,2724,7,5155,2742.333333
1,1922,2506,2,9095,4168,3,5557,2742.333333
1,1825,2506,3,9401,4168,2,6124,2742.333333
1,1628,2506,2,9987,8489,3,6323,4320
1,1579,2751.666667,2,10487,8590,2,6314,4320
2,1345,2751.666667,1,11038,8413,3,6288,2984
2,1554,2751.666667,4,11157,8283,3,6113,2984
3,1699,2924,2,11183,8346,2,5849,2984
3,1772,2924,1,2427,8309,2,5616,8748
3,1845,2924,1,2597,6930,4,5567,4405
3,1869,4628.5,3,2920,3537.5,3,5507,4405
4,1951,4628.5,1,3576,3537.5,2,5413,2912.333333
3,2014,4955,1,4540,3770,1,5202,2912.333333
4,2060,4955,2,4965,3770,2,1895,2912.333333
5,2106,3440.666667,1,4992,3930,2,2152,8794
5,2127,3440.666667,3,5291,3930,1,2574,8852
4,2210,3440.666667,4,5301,4234.5,2,3031,4356
6,2281,2683,2,5670,4234.5,2,3630,4356
6,2402,2683,2,5885,8842,5,4127,3441
8,2537,2683,4,6139,2245.5,4,4695,1954
6,2629,2683,2,6354,2245.5,3,5397,1954
6,2830,11051,4,6829,2245.5,4,5904,2187
8,2994,5618.5,1,6371,2245.5,5,6421,2187
6,3123,5618.5,1,5963,4704.5,4,6814,1146.75
5,3185,11206,2,5792,4704.5,3,7170,1146.75
2,3182,11200,2,5778,9714,2,7184,1146.75
2,3197,10710,2,5850,3207,4,7478,1146.75
3,3102,1608,3,5796,3021,3,7623,2444
2,3034,1608,1,5876,2943,1,7953,2444
1,2821,3148,4,5774,776,3,8322,2499
2,1110,1606.5,3,5757,776,2,8545,2499
2,1002,1606.5,3,5796,776,1,8694,1772
3,951,1069.666667,1,5784,776,1,8625,1772
3,882,1069.666667,1,6234,688,2,8353,1772
1,855,1069.666667,1,6325,688,1,7206,1850
2,919,581.3333333,1,6783,688,2,7069,1850
3,919,581.3333333,2,7071,688,2,6718,1850
3,978,581.3333333,1,7750,688,3,6319,4951
4,1012,581.3333333,1,7636,1233.666667,2,6014,5671
8,1154,581.3333333,1,3562,1233.666667,3,5747,1232.2
6,1360,581.3333333,1,3541,1233.666667,3,5373,1232.2
5,1589,1221,1,4268,687.8333333,1,5114,1232.2
7,1893,1221,2,4574,687.8333333,1,4015,1232.2
6,2280,1221,3,4896,687.8333333,2,3764,1232.2
5,2667,978.75,1,5183,687.8333333,2,3750,3377
6,3110,978.75,3,5577,687.8333333,1,3680,3377
5,3605,978.75,3,6290,687.8333333,4,3787,2447.666667
3,3993,978.75,1,6453,1186.75,2,4320,2447.666667
4,4409,1399.333333,1,6718,1186.75,1,4683,2447.666667
3,4652,1399.333333,2,6861,1186.75,1,5129,2572.666667
1,5090,1399.333333,2,6885,1186.75,2,5577,2572.666667
1,5520,1478.333333,4,6861,1436,1,5898,2572.666667
3,5861,1478.333333,2,6648,1436,2,6990,1997.75
5,6332,1478.333333,3,6326,1436,2,6717,1997.75
5,6627,1585.333333,1,6329,1436,1,6656,1997.75
2,6989,1585.333333,1,6263,2225.666667,2,6649,1997.75
5,7289,1585.333333,2,6215,2225.666667,1,5870,1624.8
1,7441,1662.666667,2,6207,2225.666667,1,2340,1624.8
3,7495,1662.666667,1,6193,3778.5,2,2196,1624.8
2,7464,1662.666667,2,6030,3778.5,3,2099,1624.8
4,7369,1696.666667,1,5855,8550,4,2228,1624.8
2,7215,1696.666667,2,6026,4611,5,2407,4137.5
1,6750,1696.666667,2,6061,4611,8,2622,4137.5
3,1263,1804.333333,2,5975,3292.666667,7,3025,2744.666667
2,1363,1804.333333,1,6059,3292.666667,5,3409,2744.666667
3,1485,1804.333333,1,5873,3292.666667,5,3827,2744.666667
3,1704,5438,1,5780,5183,1,4121,2770.333333
1,2071,1376.5,1,5692,5183,4,4297,2770.333333
4,2498,1376.5,1,3092,10556,3,4358,2770.333333
5,3053,1376.5,4,3324,10318,1,4462,8164
5,3459,1376.5,2,3485,3245,2,4478,8104
8,3930,2732.5,3,3637,3022,1,4399,3044
3,4136,2732.5,5,3852,2888,3,1157,2727
4,4459,2675.5,4,4134,2878,4,1010,1925
3,4662,2675.5,4,4297,1012.666667,4,997,657.6666667
2,5022,5278,2,4424,1012.666667,6,1100,657.6666667
3,5397,5104,3,4502,1012.666667,4,1446,657.6666667
2,5619,4754,4,4609,3156,3,1841,636.6666667
4,5812,1177,2,4787,1574,2,2299,636.6666667
5,6057,1098,3,4995,1574,3,2672,636.6666667
5,6603,1131,3,5545,2954,2,2937,1818
6,6900,1196,6,6245,1020.333333,2,3258,910
3,7066,430.3333333,4,7033,1020.333333,2,3498,910
5,7208,430.3333333,6,7683,1020.333333,2,4067,571
6,7316,430.3333333,5,8334,3215,2,4477,571
3,7371,466,2,8881,1662,3,4738,571
5,7235,466,2,9206,1662,2,5142,586.3333333
2,7132,466,4,9788,1775.5,4,5295,586.3333333
3,7062,1450,5,10634,1775.5,6,5479,586.3333333
3,6707,778.5,2,11467,1841.5,1,5505,1842
3,6375,778.5,5,12122,1841.5,2,5577,995.5
3,6159,830,4,12901,1846.5,1,5406,995.5
2,5932,830,2,13322,1846.5,1,5344,1098.5
2,5593,885,1,14001,1248.333333,1,3401,1098.5
1,5207,885,1,13831,1248.333333,1,579,482
1,4842,882.5,3,13504,1248.333333,3,1069,482
1,2880,882.5,1,4306,944.25,3,1478,482
1,2834,1870,2,4231,944.25,2,2090,482
1,2952,1937,2,4553,944.25,4,2714,482
1,3097,1946,1,4738,944.25,4,3520,680.5
1,3158,626,2,4959,2053,7,4281,680.5
1,3105,626,1,5406,2053,6,4981,680.5
1,2986,626,1,5478,2279.5,7,5827,680.5
1,2620,586.3333333,1,5721,2279.5,10,6488,3024
2,2542,586.3333333,1,5734,997.8,4,7622,1611.5
2,2584,586.3333333,2,5548,997.8,4,8335,1611.5
3,2975,341.6,1,5595,997.8,6,9096,4235
5,3294,341.6,2,5615,997.8,8,10042,2523.5
4,3646,341.6,1,5728,997.8,10,10504,2523.5
3,4217,341.6,2,5582,934.6666667,7,11047,2649.5
2,4756,341.6,1,5468,934.6666667,6,11687,2649.5
2,5175,341.8,3,5239,934.6666667,8,12190,2658
2,5771,341.8,4,5086,934.6666667,3,12612,2658
2,6089,341.8,6,5139,934.6666667,3,12660,1373
1,6293,341.8,6,5331,934.6666667,2,12799,1373
1,5542,341.8,4,5577,870.1428571,1,12338,1373
1,5317,265.1428571,2,6043,870.1428571,2,3197,1373
2,5138,265.1428571,4,6345,870.1428571,3,3000,5525
3,4832,265.1428571,2,6373,870.1428571,2,2995,2804.5
3,4418,265.1428571,4,6322,870.1428571,2,3090,2804.5
3,4067,265.1428571,5,6545,870.1428571,2,3134,1904.333333
2,3864,265.1428571,3,7073,870.1428571,2,3169,1904.333333
2,3523,265.1428571,3,7393,1679.25,1,3375,1904.333333
1,2973,519,3,7839,1679.25,2,3768,2960
1,2815,519,3,8218,1679.25,1,3503,2960
3,2703,519,2,8723,1679.25,2,2676,1567.75
3,2615,519,5,9307,1840.75,3,2593,1567.75
3,2529,579.75,3,9725,1840.75,2,2640,1567.75
2,2479,579.75,3,10167,1840.75,3,2709,1567.75
1,2366,579.75,5,10516,1840.75,4,2769,1689.75
1,2142,579.75,4,10660,1154.857143,3,2828,1689.75
2,1924,630,3,10700,1154.857143,2,2849,1689.75
3,2095,630,4,10845,1154.857143,4,3009,1689.75
2,2068,630,1,11071,1154.857143,2,3265,1453
2,2084,630,1,11080,1154.857143,4,3735,1453
3,2054,689.5,2,5451,1154.857143,6,4185,1453
2,1899,689.5,2,5184,1154.857143,8,4677,1453
1,1738,689.5,2,5218,1090.75,5,5171,1453
2,1628,689.5,1,5263,1090.75,6,5604,1538
3,1576,481.8333333,1,5136,1090.75,5,6015,1538
2,1604,481.8333333,2,5089,1090.75,3,6272,1538
2,1706,481.8333333,2,1219,1090.75,3,6559,1538
2,1732,481.8333333,2,1509,1090.75,2,6969,1538
2,1780,481.8333333,4,1866,1090.75,1,8656,2686
3,1843,481.8333333,1,2419,1090.75,2,8618,2686
3,1900,1570.5,2,3300,1155.75,1,2249,2686
4,2030,1570.5,2,4103,1155.75,2,2508,4224.5
4,2154,3414,1,4971,1155.75,1,2751,4224.5
5,2304,906.25,4,5962,1155.75,1,2956,2877.666667
6,2507,906.25,8,6691,1155.75,1,3017,2877.666667
8,2752,906.25,5,7715,1155.75,4,3189,2877.666667
8,2888,906.25,2,8616,1155.75,5,3343,2246.25
6,3140,1273.666667,4,9242,1155.75,2,3453,2246.25
7,3367,1273.666667,8,9995,1433.142857,1,3860,2246.25
6,3508,1273.666667,6,10540,1433.142857,2,3985,2246.25
5,3577,2020.5,7,10996,1433.142857,1,4095,3088.666667
7,3869,2020.5,9,11730,1433.142857,2,4180,3088.666667
6,3999,1451.333333,8,12407,1433.142857,2,4158,3088.666667
3,4189,1451.333333,7,12612,1433.142857,2,4138,2277.25
3,4240,1451.333333,5,13362,1433.142857,3,4121,2277.25
3,4277,1196.5,4,13239,1798,1,4150,2277.25
4,4382,1196.5,1,13341,1798,1,3969,2277.25
3,4334,1196.5,4,13330,1798,1,3919,4406.5
1,4235,1196.5,5,12965,1798,1,3943,4406.5
2,4144,2582,5,13209,1798,4,4052,714
2,4008,2582,3,12928,1798,2,4016,770
2,4126,1856,1,12764,1906.5,1,4035,992
3,4064,1856,2,12433,1906.5,1,4070,595
3,4122,1856,1,11869,1906.5,3,4064,595
2,4166,1982.666667,1,11569,1906.5,4,4110,458
3,4079,1982.666667,1,9254,1906.5,2,4098,458
4,3989,1982.666667,1,8786,1906.5,2,4188,458
4,4040,2083.666667,1,8228,2343.2,2,4305,529.6666667
3,3953,2083.666667,1,8477,2343.2,2,4524,529.6666667
2,3960,2083.666667,2,8622,2343.2,3,4858,529.6666667
3,3785,6670,1,8699,2343.2,4,5162,667
2,3655,2289.666667,2,8795,2343.2,1,5481,667
3,3465,2289.666667,2,8552,6073.5,3,5840,667
1,3268,2289.666667,1,4510,6073.5,5,6018,1164.5
1,2902,2456.666667,1,4432,6365.5,4,6253,1164.5
1,333,2456.666667,1,3848,6365.5,3,6679,1378.5
1,339,2456.666667,1,4045,6652,4,7314,1378.5
5,436,2502.333333,1,4311,6652,3,7484,777.5
4,602,2502.333333,2,4557,4435.666667,1,7925,777.5
2,815,2502.333333,2,4691,4435.666667,2,8240,777.5
4,1089,3797.5,1,4721,4435.666667,2,8413,777.5
4,1477,3797.5,3,4670,13329,2,8551,1655
2,1996,7622,1,4658,3939,3,8621,1655
3,2536,3792,1,3653,2010.5,1,8465,739.6
2,3173,3792,1,3806,2010.5,2,8490,739.6
3,3708,3739.5,1,2787,2051.5,1,8205,739.6
2,4206,3739.5,3,2638,2051.5,2,7927,739.6
1,4575,7632,3,2690,2139.5,2,7672,739.6
1,4977,3822.5,3,2855,2139.5,1,2762,809.2
1,5503,3822.5,3,3206,2128,1,2267,809.2
1,6035,2530.333333,3,3564,2128,1,2057,809.2
2,6296,2530.333333,3,3962,2316.5,2,1924,809.2
2,6556,2530.333333,3,4658,2316.5,1,2034,809.2
3,6937,3670.5,2,5285,4858,3,2047,736.1666667
4,7373,3670.5,1,5994,5216,2,2075,736.1666667
2,8067,7127,3,6659,2749.5,1,2021,736.1666667
1,8762,6812,1,6995,2749.5,1,2100,736.1666667
3,9114,6529,3,7325,2821,1,1953,736.1666667
3,9831,3208,2,7376,2821,1,2447,736.1666667
5,10192,1060.666667,1,1953,2976,2,2455,929.6
3,10481,1060.666667,1,2329,2976,5,2568,929.6
3,10766,1060.666667,3,2746,6157,3,2652,929.6
3,11204,1054.666667,3,3076,6896,4,2817,929.6
4,11316,1054.666667,2,3232,3628.5,6,3099,929.6
3,11227,1054.666667,2,3568,3628.5,3,4008,1006.8
1,11038,3167,1,4114,2561,1,4555,1006.8
2,10652,3171,3,4691,2561,1,4931,1006.8
2,10148,3166,2,5322,2561,3,5410,1006.8
1,9705,3153,2,5885,1631.6,3,5905,1006.8
1,4482,1081,2,6109,1631.6,3,6344,2779.5
1,3848,1081,3,6423,1631.6,2,6703,2779.5
1,3180,1081,2,6599,1631.6,2,6799,1205.2
1,2821,1141.666667,3,6972,1631.6,1,5699,1205.2
2,2525,1141.666667,1,7248,2791.666667,2,5328,1205.2
3,2406,1141.666667,1,7397,2791.666667,1,4862,1205.2
4,2521,1816,2,8273,2791.666667,3,4771,1205.2
3,2632,1816,2,8205,2936.666667,2,2276,2060.666667
3,2875,1976.5,1,7467,2936.666667,1,2122,2060.666667
4,3197,1976.5,1,4121,2936.666667,2,2031,2060.666667
2,3418,4179,1,4153,4597,1,2098,2116
1,3547,2147,1,3974,4597,2,2227,2116
2,3682,2147,2,3884,4819,2,2372,2116
2,3914,4334,3,3902,4819,3,2536,3336
1,4139,2198,2,3900,4942.5,2,2787,3336
2,4115,2198,3,3834,4942.5,2,3066,2281.333333
3,4128,1051,2,3735,3436.666667,3,3234,2281.333333
2,3889,1051,1,3550,3436.666667,3,3558,2281.333333
3,3901,1051,2,1174,3436.666667,3,3864,3630.5
2,3847,1051,2,1196,5310.5,2,4044,3630.5
3,3722,1329,2,1443,5310.5,1,4165,3560
2,3613,1329,2,1490,10666,3,4333,3560
4,3452,1329,1,1476,10948,2,4428,3571.5
3,3429,940.25,1,1404,11038,1,4595,3571.5
2,3325,940.25,1,1463,10984,1,4611,2302.333333
2,3344,940.25,2,1428,10795,2,3203,2302.333333
1,3242,940.25,2,1587,10689,3,3143,2302.333333
2,3202,922.5,2,1605,9636,3,3070,3329
3,3074,922.5,2,1755,9034,3,2939,3329
1,2988,922.5,1,1736,4796,3,2807,6689
1,2909,922.5,1,1508,2391,2,2715,3326
1,2941,3619,1,1556,2391,2,2646,3326
2,2885,3725,1,1714,4782,3,2700,6741
4,2855,3646,2,2049,4991,3,2652,6813
4,2894,3407,2,1917,5306,2,2627,6759
5,2981,3242,4,1831,2915,5,2693,6659
5,2906,2639,5,1943,2915,3,2921,3206.5
1,2855,422.6666667,5,2227,5995,3,3134,3206.5
4,3014,422.6666667,4,2741,1550,4,3396,2000.333333
2,3026,422.6666667,1,3481,1550,5,3584,2000.333333
1,2259,422.6666667,1,4628,1550,4,3855,2000.333333
3,2058,422.6666667,1,5578,1550,3,4081,5519
2,2048,422.6666667,1,6284,1582,2,4415,2617
4,1984,1248,3,6905,1582,1,4777,2617
1,1995,1248,5,7305,3135,1,4996,4741
1,612,874.3333333,3,8104,1193.5,1,5191,4515
3,725,874.3333333,4,8368,1193.5,1,5445,632.3333333
4,889,874.3333333,3,8720,1130.5,2,5748,632.3333333
4,1042,1285,1,8981,1130.5,3,6202,632.3333333
4,1286,1285,2,9106,791.3333333,6,6605,633.6666667
6,1506,680.5,2,9212,791.3333333,1,6811,633.6666667
5,1855,680.5,1,8963,791.3333333,3,7160,633.6666667
6,2265,680.5,1,8925,2402,1,7174,992
4,2608,680.5,1,8124,1273,1,7154,992
4,3179,2765,2,7922,1273,1,2928,1082.5
2,3662,1305.5,3,7968,876.3333333,1,1206,1082.5
3,4158,1305.5,1,8120,876.3333333,3,1433,821.3333333
3,4865,2519,1,8008,876.3333333,6,1789,821.3333333
6,5420,1257,1,7929,891.6666667,5,2079,821.3333333
5,6081,1257,1,7780,891.6666667,3,2435,895.3333333
7,6684,2444,1,2410,891.6666667,3,2792,895.3333333
6,7318,2350,1,2564,694.5,2,3146,895.3333333
6,7988,2224,1,2716,694.5,4,3598,1015
3,8456,1076,2,2906,694.5,2,4117,1015
2,8946,1095,1,2620,694.5,1,4700,1015
2,9433,1179,1,2370,487.8333333,2,5446,472.5714286
2,9814,1301,1,2317,487.8333333,3,6196,472.5714286
1,10173,364,1,2332,487.8333333,1,6800,472.5714286
2,10726,364,1,2491,487.8333333,1,7143,472.5714286
2,10772,364,3,2762,487.8333333,1,7452,472.5714286
2,10727,364,3,2962,487.8333333,1,7906,472.5714286
1,10834,331.2,6,3173,1087,1,8351,472.5714286
1,10727,331.2,1,3478,1087,4,8945,586
1,2442,331.2,4,3793,1087,7,9366,586
2,2362,331.2,4,4213,3720,6,9589,586
2,2221,331.2,6,4511,4178,5,9760,586
5,2203,290.1428571,4,4745,2313.5,4,9625,586
6,2248,290.1428571,2,5148,2313.5,5,9372,586
4,2565,290.1428571,2,5396,1184.75,3,8862,617
6,2873,290.1428571,3,5727,1184.75,1,8504,617
3,3279,290.1428571,2,6037,1184.75,3,2294,617
8,3504,290.1428571,4,6014,1184.75,1,2162,617
7,3783,290.1428571,4,6014,2399,1,2010,617
4,4051,405.6666667,2,5996,2399,1,1922,617
