drive conversion,somatic fitness,germline resistance,embryo resistance,eliminated,genetic load,efficiency decline coefficient,zero frequency relative increase rate,maximum drive frequency,linear regression loss,suppressed without chasing rate,suppressed with chasing rate,long term chasing rate,equilibrium rate,loss drive rate,short term chasing rate,intermediate chasing rate,duration of chasing,suppressed time,average fertile females,suppressed rate,chasing rate
0.6,0.5,0.25,0.3,0,0.232041013,1.842940717,0.228911398,0.124209854,0.003951251,0,0,0,0,1,0,0,,,,0,0
0.7,0.95,0.1,0.3,0,0.776263563,0.735486144,0.47296079,0.643058736,0.000913145,0,0,1,0,0,0,0,342.35,,2179.32833,0,1
0.75,0.6,0,1,0,0.24763825,1.207002288,0.188778681,0.156402919,0.003945707,0,0,0,0,1,0,0,,,,0,0
0.6,0.55,0.25,0.1,0,0.355906088,1.135152825,0.276700056,0.243755774,0.002791774,0,0,0,0,1,0,0,,,,0,0
0.75,0.85,0.1,0.2,0,0.812591725,0.699850275,0.487926813,0.697187427,0.001323729,0,0,1,0,0,0,0,342.3,,1927.301776,0,1
0.65,0.55,0.25,0.3,0,0.353586537,1.165407703,0.261133354,0.224070386,0.002805895,0,0,0.05,0,0.95,0,0,334,,13122.83003,0,0.05
0.55,0.6,0.35,0.4,0,0.218982712,2.47414704,0.264449962,0.106885305,0.002816832,0,0,0,0,1,0,0,,,,0,0
0.65,0.5,0.25,0.2,0,0.309194662,1.224439267,0.257186028,0.210043923,0.003563246,0,0,0,0,1,0,0,,,,0,0
0.5,1,0.2,0.8,0,0.334050062,1.034379564,0.186840863,0.180630853,0.003653863,0,0,0,0,1,0,0,,,,0,0
0.7,0.95,0.1,0.4,0,0.768676462,0.693372178,0.416543887,0.600750796,0.003530945,0,0,1,0,0,0,0,341.8,,2428.523085,0,1
0.7,0.9,0.1,0.9,0,0.613539375,0.462101812,0.187360461,0.405452773,0.0084454,0,0,1,0,0,0,0,330.4,,5610.039175,0,1
0.7,0.95,0.1,0.6,0,0.737276525,0.631807748,0.339367485,0.537137263,0.003493265,0,0,1,0,0,0,0,339.5,,3014.593113,0,1
0.65,0.9,0.2,0.4,0,0.672694275,0.764618625,0.368499323,0.481938722,0.002412119,0,0,1,0,0,0,0,340.4,,3908.765262,0,1
0.75,0.7,0,0.9,0,0.502312425,0.582864726,0.184712362,0.316904342,0.005495831,0,0,1,0,0,0,0,311.05,,8069.289458,0,1
0.7,0.5,0.15,0.2,0,0.439932063,0.901524347,0.284725211,0.315826424,0.004434738,0,0,1,0,0,0,0,333.85,,10005.68022,0,1
0.75,0.7,0,1,0,0.426359987,0.634191909,0.162179988,0.25572699,0.006341405,0,0,0.6,0,0.4,0,0,297,,10214.55997,0,0.6
0.65,0.5,0.25,0.5,0,0.224851712,2.174411544,0.237062665,0.109023826,0.005113181,0,0,0,0,1,0,0,,,,0,0
0.65,0.5,0.25,0.6,0,0.210317888,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.5,0.9,0.2,0.5,0,0.391448175,0.937136552,0.242944444,0.259241243,0.002896141,0,0,0,0,1,0,0,,,,0,0
0.5,0.9,0.2,0.1,0,0.525805912,0.856644826,0.36902336,0.430777551,0.001833666,0,0,1,0,0,0,0,341.15,,6961.890228,0,1
0.5,0.65,0.3,0.3,0,0.2293643,1.906634184,0.242060808,0.126957132,0.003527771,0,0,0,0,1,0,0,,,,0,0
0.55,0.95,0.2,0.8,0,0.360750475,0.772581613,0.176647575,0.228645845,0.004456915,0,0,0,0,1,0,0,,,,0,0
0.75,0.85,0.1,0.3,0,0.803700937,0.71371711,0.46307031,0.64881492,0.002688436,0,0,1,0,0,0,0,341.7,,2134.598307,0,1
0.75,0.55,0.1,0.5,0,0.524430262,0.66980075,0.237304716,0.354291505,0.003335182,0,0,1,0,0,0,0,334.05,,8730.114179,0,1
0.75,0.8,0,1,0,0.560338062,0.456535815,0.164016395,0.35926293,0.008791432,0,0,1,0,0,0,0,306.2,,6328.769867,0,1
0.75,0.65,0.1,0.5,0,0.6480486,0.646713735,0.290707484,0.449514937,0.002653084,0,0,1,0,0,0,0,336.4,,5393.851486,0,1
0.55,0.95,0.3,0.5,0,0.5324142,0.928584448,0.296542219,0.319348682,0.002762915,0,0,0.95,0,0.05,0,0,332.2105263,,7004.580316,0,0.95
0.6,0.55,0.25,0.6,0,0.193554075,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.7,0.65,0.15,0.1,0,0.677243825,0.739146,0.384803378,0.520605372,0.001941904,0,0,1,0,0,0,0,340.2,,4442.675721,0,1
0.75,0.8,0,0.9,0,0.63491895,0.436362881,0.187966332,0.430756923,0.007674407,0,0,1,0,0,0,0,329.3,,5544.496667,0,1
0.6,0.6,0.25,0.8,0,0.151764888,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.6,1,0.2,0.9,0,0.464966025,0.571296501,0.165915345,0.290418976,0.006742982,0,0,0.85,0,0.15,0,0,307.2941176,,7533.78322,0,0.85
0.6,0.55,0.25,0.7,0,0.14690745,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.5,0.85,0.2,0.1,0,0.490418225,0.865592802,0.34818203,0.40224691,0.002490732,0,0,1,0,0,0,0,340.35,,7813.156948,0,1
0.5,0.95,0.2,0.7,0,0.337123525,0.985804188,0.193254023,0.196036927,0.003190867,0,0,0,0,1,0,0,,,,0,0
0.75,0.7,0.1,0.4,0,0.721046812,0.641074147,0.34388748,0.536423878,0.002655017,0,0,1,0,0,0,0,338.65,,3715.375765,0,1
0.7,0.95,0.1,0.2,0,0.786315088,0.777239659,0.515428921,0.663153141,0.001684932,0,0,1,0,0,0,0,343.5,,1991.805494,0,1
0.6,0.5,0.25,0.6,0,0.1326487,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.75,0.9,0.1,0,0,0.838101387,0.826864896,0.619644022,0.749389682,0.000892057,0,0,1,0,0,0,0,344.3,,1512.104918,0,1
0.55,0.6,0.35,0.2,0,0.261927163,1.638475666,0.27308956,0.166672942,0.003211119,0,0,0,0,1,0,0,,,,0,0
0.6,0.5,0.25,0.2,0,0.261739925,1.459445953,0.230530145,0.157957302,0.002855344,0,0,0,0,1,0,0,,,,0,0
0.55,0.9,0.3,0.1,0,0.58783635,0.998800264,0.423712936,0.42422189,0.002067924,0,0,1,0,0,0,0,342.85,,5633.625652,0,1
0.75,0.85,0,1,0,0.615471412,0.40667361,0.171331753,0.421300397,0.010244794,0,0,1,0,0,0,0,324.3,,5637.389767,0,1
0.55,1,0.2,0.9,0,0.35580565,0.939421026,0.192330609,0.204733132,0.004079486,0,0,0,0,1,0,0,,,,0,0
0.65,1,0.15,0.7,0,0.6647667,0.577914277,0.26718549,0.462327201,0.005564204,0,0,1,0,0,0,0,337.65,,4178.175686,0,1
0.7,0.95,0.1,0.7,0,0.716562387,0.542745295,0.28169705,0.519022556,0.006000329,0,0,1,0,0,0,0,338.65,,3468.679877,0,1
0.75,0.85,0,0.9,0,0.677483675,0.453779007,0.208483078,0.459437468,0.007911564,0,0,1,0,0,0,0,334.35,,4730.362164,0,1
0.55,0.5,0.25,1,1,0.022814974,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.7,0.95,0.1,0.9,0,0.6610202,0.449281645,0.200435072,0.446123437,0.00843217,0,0,1,0,0,0,0,331.95,,4742.951432,0,1
0.5,0.6,0.25,0,0,0.275063588,1.212358367,0.254785429,0.210156861,0.003827302,0,0,0,0,1,0,0,,,,0,0
0.65,0.55,0.25,0.7,0,0.2076985,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.65,0.55,0.2,0.8,0,0.18348365,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.55,0.9,0.3,0.6,0,0.43716935,0.891319954,0.234664651,0.263277682,0.003600924,0,0,0,0,1,0,0,,,,0,0
0.6,0.95,0.2,0.9,0,0.42055755,0.676539346,0.166305863,0.245818464,0.006637763,0,0,0.15,0,0.85,0,0,303,,9134.795725,0,0.15
0.5,0.6,0.25,1,1,0.027316281,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.7,0.95,0.1,0.5,0,0.7597302,0.637787721,0.373056658,0.584922923,0.003251535,0,0,1,0,0,0,0,340.6,,2678.80241,0,1
0.65,0.6,0.25,0.2,0,0.48932695,0.992811497,0.299316918,0.301484137,0.001999261,0,0,0.9,0,0.1,0,0,337.6666667,,9540.105363,0,0.9
0.55,0.65,0.35,0.5,0,0.219254212,2.458457435,0.259538799,0.105569775,0.002884614,0,0,0,0,1,0,0,,,,0,0
0.75,0.6,0.15,0,0,0.72997705,0.69223227,0.411758608,0.594827236,0.002244866,0,0,1,0,0,0,0,340.15,,3701.530914,0,1
0.75,0.5,0.15,0.1,0,0.600162075,0.826721815,0.347532215,0.420373829,0.003277099,0,0,1,0,0,0,0,337.8,,6744.361006,0,1
0.6,0.9,0.2,0.3,0,0.622319225,0.815430825,0.375322535,0.460275137,0.00299963,0,0,1,0,0,0,0,340.85,,4717.157417,0,1
0.75,0.55,0.15,0.1,0,0.656420687,0.755843964,0.36095903,0.477557601,0.002340419,0,0,1,0,0,0,0,338.2,,5246.926876,0,1
0.55,0.6,0.35,0.3,0,0.230923913,1.884278386,0.256291721,0.136015847,0.003230239,0,0,0,0,1,0,0,,,,0,0
0.55,0.5,0.35,0.7,0,0.05698565,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.75,0.9,0,1,0,0.665318775,0.324539648,0.157937203,0.486649949,0.011330612,0,0,1,0,0,0,0,331.3,,4845.134118,0,1
0.5,0.6,0.25,0.5,0,0.147455513,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.65,0.9,0.2,0,0,0.728171513,0.883090022,0.532575061,0.60308128,0.001651547,0,0,1,0,0,0,0,344.2,,2789.643144,0,1
0.55,0.65,0.25,0.8,0,0.13140225,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.6,0.6,0.25,0.7,0,0.202272925,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.7,0.7,0.15,0,0,0.730228588,0.788252843,0.457281978,0.580120937,0.002014827,0,0,1,0,0,0,0,341.9,,3304.867459,0,1
0.75,0.75,0,1,0,0.487543875,0.530078181,0.162707876,0.306950715,0.007912164,0,0,1,0,0,0,0,304.5,,8158.33644,0,1
0.65,0.95,0.2,0.5,0,0.697812113,0.717980448,0.346502443,0.482607074,0.004166863,0,0,1,0,0,0,0,340.4,,3831.273335,0,1
0.65,0.7,0.25,0,0,0.628749775,0.909600621,0.410612819,0.451420997,0.00137921,0,0,1,0,0,0,0,341.3,,5202.651802,0,1
0.75,0.9,0,0.9,0,0.719452162,0.428990321,0.215808109,0.503060556,0.007927594,0,0,1,0,0,0,0,334.3,,3990.232482,0,1
0.65,0.5,0.25,0.4,0,0.2507072,1.747903392,0.243130316,0.139098257,0.002893343,0,0,0,0,1,0,0,,,,0,0
0.7,1,0.1,0.1,0,0.7889018,0.849175835,0.599368792,0.705824127,0.001320377,0,0,1,0,0,0,0,344.2,,1691.435109,0,1
0.55,0.5,0.35,0.6,0,0.07604667,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.75,0.5,0.05,0.8,0,0.241688287,1.089875855,0.16910938,0.155163893,0.004009059,0,0,0,0,1,0,0,,,,0,0
0.6,0.55,0.25,0.5,0,0.211744187,2.195271361,0.218985519,0.09975328,0.003403891,0,0,0,0,1,0,0,,,,0,0
0.7,1,0.1,0.6,0,0.760234788,0.602557297,0.338045924,0.561018721,0.004331036,0,0,1,0,0,0,0,339.55,,2649.955248,0,1
0.75,0.5,0.05,0.9,0,0.222401663,1.646660459,0.19088032,0.11591966,0.003583205,0,0,0,0,1,0,0,,,,0,0
0.75,0.9,0.1,0.1,0,0.82832465,0.76243862,0.563117446,0.738574137,0.001870256,0,0,1,0,0,0,0,343.5,,1641.578442,0,1
0.75,0.7,0.1,0.5,0,0.6933465,0.632551977,0.309786795,0.489741249,0.002289681,0,0,1,0,0,0,0,337.35,,4352.443265,0,1
0.7,1,0.1,0,0,0.79470385,0.865308332,0.638639737,0.738048754,0.001369962,0,0,1,0,0,0,0,345.05,,1565.598037,0,1
0.75,0.65,0.1,0.6,0,0.61416795,0.635401892,0.259800716,0.408876207,0.003417003,0,0,1,0,0,0,0,335.85,,6431.098014,0,1
0.7,0.95,0.1,1,0,0.597535438,0.395619861,0.157698278,0.398610619,0.009385359,0,0,1,0,0,0,0,314.9,,5333.288548,0,1
0.55,0.95,0.3,0.4,0,0.555692338,0.909375125,0.324295941,0.356614044,0.002773207,0,0,1,0,0,0,0,340.55,,6491.009867,0,1
0.5,0.9,0.2,0.4,0,0.43864075,0.943520932,0.280663363,0.297463844,0.001951237,0,0,0.1,0,0.9,0,0,338,,9707.834865,0,0.1
0.55,0.65,0.35,0.1,0,0.358742775,1.336756577,0.309600748,0.231605929,0.002478573,0,0,0.05,0,0.95,0,0,339,,12318.83989,0,0.05
0.7,1,0.1,0.7,0,0.738261862,0.548039251,0.299115134,0.545791445,0.004915033,0,0,1,0,0,0,0,338.85,,3074.905037,0,1
0.6,0.9,0.2,0.2,0,0.6405123,0.871329166,0.422991559,0.485455527,0.00171498,0,0,1,0,0,0,0,342.5,,4320.432265,0,1
0.5,0.65,0.25,0.6,0,0.15953365,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.5,0.9,0.2,0,0,0.560388588,0.815406838,0.396198731,0.485890861,0.001098096,0,0,1,0,0,0,0,342.6,,6413.896797,0,1
0.7,0.6,0.15,0.2,0,0.602810063,0.659300239,0.309432153,0.469334204,0.002199749,0,0,1,0,0,0,0,338.4,,6277.221023,0,1
0.65,0.5,0.25,0.3,0,0.265105625,1.426099447,0.242323139,0.169920225,0.003433769,0,0,0,0,1,0,0,,,,0,0
0.7,0.55,0.15,0.2,0,0.560762863,0.803180401,0.300308492,0.373899179,0.003222478,0,0,1,0,0,0,0,336.3,,7906.861253,0,1
0.5,0.95,0.2,0.6,0,0.397668163,0.918408606,0.229278936,0.24964807,0.002813117,0,0,0,0,1,0,0,,,,0,0
0.5,1,0.2,0.7,0,0.374244188,0.885124076,0.203472857,0.229880604,0.003411307,0,0,0,0,1,0,0,,,,0,0
0.75,0.5,0.1,0.6,0,0.367741238,0.89858485,0.210771502,0.234559376,0.003024642,0,0,0,0,1,0,0,,,,0,0
0.75,0.55,0.05,0.8,0,0.335011712,0.936022369,0.19324647,0.20645497,0.004721285,0,0,0,0,1,0,0,,,,0,0
0.75,0.9,0.1,0.3,0,0.810642187,0.655184133,0.457218536,0.697847389,0.002376981,0,0,1,0,0,0,0,342.5,,1981.861273,0,1
0.65,0.5,0.2,0.8,0,0.129214943,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.5,0.65,0.25,0.1,0,0.313591437,1.124099426,0.248751985,0.221290021,0.002308008,0,0,0,0,1,0,0,,,,0,0
0.7,1,0.1,0.8,0,0.719943563,0.453390645,0.24169753,0.533088921,0.005622623,0,0,1,0,0,0,0,337.25,,3541.827886,0,1
0.75,0.55,0.1,0.6,0,0.485957,0.761011636,0.232360977,0.305331701,0.004933334,0,0,0.8,0,0.2,0,0,321.4375,,9892.69036,0,0.8
0.6,0.5,0.25,0.7,0,0.104648364,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.75,0.6,0.05,0.8,0,0.423939587,0.77201984,0.196426644,0.254432119,0.00587468,0,0,0.25,0,0.75,0,0,303.4,,10606.52806,0,0.25
0.55,0.95,0.2,0.7,0,0.433463575,0.78345019,0.212743675,0.271547161,0.005000203,0,0,0.05,0,0.95,0,0,307,,8452.984663,0,0.05
0.5,1,0.25,0.2,0,0.55258275,0.907208476,0.382673819,0.421814643,0.00151192,0,0,1,0,0,0,0,342,,6184.392726,0,1
0.5,0.7,0.25,0.7,0,0.162262675,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.6,0.55,0.25,0.8,0,0.120595547,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.55,1,0.2,0.8,0,0.429465263,0.656180251,0.177416938,0.270378357,0.004901339,0,0,0,0,1,0,0,,,,0,0
0.6,0.6,0.25,0.1,0,0.419392525,1.074820744,0.30269183,0.281620756,0.002381147,0,0,0.55,0,0.45,0,0,336.4545455,,10851.54073,0,0.55
0.5,0.55,0.25,0,0,0.243873588,1.510568946,0.246193173,0.162980428,0.002815625,0,0,0,0,1,0,0,,,,0,0
0.7,0.7,0.15,0.1,0,0.713844075,0.749290421,0.41817865,0.558099553,0.001558256,0,0,1,0,0,0,0,340.9,,3692.091193,0,1
0.7,1,0.1,0.5,0,0.762738387,0.642512037,0.383314064,0.596586588,0.003268157,0,0,1,0,0,0,0,341.05,,2418.689392,0,1
0.75,0.75,0.1,0.4,0,0.75288605,0.618763281,0.360984368,0.583396557,0.002970625,0,0,1,0,0,0,0,339.85,,3164.836912,0,1
0.65,0.95,0.2,0.6,0,0.6602359,0.674984146,0.301405964,0.446537842,0.004746363,0,0,1,0,0,0,0,338.9,,4273.933282,0,1
0.7,1,0.1,0.4,0,0.773285563,0.727517672,0.445880316,0.612879018,0.003853191,0,0,1,0,0,0,0,342.15,,2175.062188,0,1
0.55,0.65,0.35,0.2,0,0.338710975,1.35273981,0.274720923,0.203084821,0.00214301,0,0,0,0,1,0,0,,,,0,0
0.5,0.65,0.25,0.5,0,0.189348737,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.5,0.75,0.3,0.3,0,0.330941988,1.267432435,0.264446337,0.208647285,0.003180919,0,0,0,0,1,0,0,,,,0,0
0.75,0.95,0,0.9,0,0.749878263,0.427503018,0.229185802,0.536103354,0.009572893,0,0,1,0,0,0,0,334.85,,3364.46733,0,1
0.6,0.9,0.2,0.1,0,0.665801188,0.846736753,0.446215087,0.52698207,0.001116162,0,0,1,0,0,0,0,343.4,,3977.966322,0,1
0.6,0.95,0.2,0.5,0,0.600567513,0.785047946,0.319922544,0.407519751,0.00384043,0,0,1,0,0,0,0,339.75,,5167.150257,0,1
0.6,0.6,0.25,0.2,0,0.379383812,1.092649046,0.273744398,0.250532775,0.001869904,0,0,0,0,1,0,0,,,,0,0
0.75,0.95,0,1,0,0.706090088,0.380884754,0.188016962,0.493632155,0.012880862,0,0,1,0,0,0,0,334.4,,4252.454117,0,1
0.6,0.7,0.25,1,0,0.165776462,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.65,0.55,0.2,0.9,0,0.15939985,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.75,0.9,0.1,0.2,0,0.826158337,0.739885665,0.518774535,0.701155003,0.001509446,0,0,1,0,0,0,0,343.3,,1820.730708,0,1
0.5,0.7,0.25,0.8,0,0.108805964,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.7,1,0.1,1,0,0.641760987,0.390639636,0.172850709,0.442481237,0.009806009,0,0,1,0,0,0,0,327.35,,4737.303703,0,1
0.6,0.65,0.25,0.8,0,0.200113438,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.6,0.9,0.2,0.8,0,0.43723305,0.760323584,0.195107511,0.256611153,0.004615505,0,0,0.25,0,0.75,0,0,307.4,,8993.059248,0,0.25
0.75,0.6,0.05,0.9,0,0.339662325,0.865080938,0.177291334,0.204941904,0.004720675,0,0,0,0,1,0,0,,,,0,0
0.75,1,0,0.9,0,0.759712275,0.406562048,0.234623615,0.577091778,0.00891747,0,0,1,0,0,0,0,336,,3016.920091,0,1
0.75,0.55,0.05,0.9,0,0.2594895,1.245869289,0.199652946,0.16025192,0.005030032,0,0,0,0,1,0,0,,,,0,0
0.5,0.75,0.25,0.8,0,0.158573875,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.7,1,0.1,0.2,0,0.785328575,0.813949095,0.546599503,0.671540157,0.001230077,0,0,1,0,0,0,0,343.7,,1832.618425,0,1
0.75,0.7,0.05,0.8,0,0.572653875,0.572224337,0.210645856,0.368117612,0.006007695,0,0,1,0,0,0,0,325.6,,6943.227534,0,1
0.6,0.65,0.25,0,0,0.53066005,0.970606434,0.354847459,0.365593558,0.002280071,0,0,1,0,0,0,0,339.6,,8004.177369,0,1
0.6,0.6,0.25,0.3,0,0.319765,1.207239046,0.252781159,0.209387826,0.003797649,0,0,0,0,1,0,0,,,,0,0
0.7,1,0.1,0.9,0,0.693601525,0.43103475,0.207117764,0.480512914,0.008634003,0,0,1,0,0,0,0,335.8,,4190.554239,0,1
0.5,0.65,0.25,0.4,0,0.202809825,2.34218805,0.250472932,0.106939719,0.003608467,0,0,0,0,1,0,0,,,,0,0
0.65,0.95,0.2,0.4,0,0.707535225,0.782346858,0.393846093,0.503416213,0.002749766,0,0,1,0,0,0,0,341.15,,3412.979264,0,1
0.7,1,0.1,0.3,0,0.7832388,0.740441502,0.486794224,0.657437789,0.00277888,0,0,1,0,0,0,0,342.75,,1971.204893,0,1
0.65,0.6,0.2,0.9,0,0.184480925,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.65,0.6,0.15,1,0,0.140486815,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.75,0.5,0.1,0.7,0,0.27688035,1.110367212,0.210095943,0.189213028,0.004418841,0,0,0,0,1,0,0,,,,0,0
0.75,0.75,0.1,0.5,0,0.733850175,0.618476352,0.332765988,0.53804157,0.00303775,0,0,1,0,0,0,0,338.55,,3595.443836,0,1
0.75,1,0,1,0,0.740330812,0.361917271,0.194060152,0.536200309,0.009037817,0,0,1,0,0,0,0,336.05,,3682.423031,0,1
0.5,0.6,0.25,0.2,0,0.223310075,2.029425205,0.262502508,0.129348205,0.003798883,0,0,0,0,1,0,0,,,,0,0
0.75,0.6,0.15,0.1,0,0.706093375,0.697109389,0.384971141,0.552239214,0.002756406,0,0,1,0,0,0,0,339.2,,4160.908461,0,1
0.6,1,0.2,0.7,0,0.593119362,0.65320293,0.246981183,0.378107892,0.004434076,0,0,1,0,0,0,0,336.7,,5880.862601,0,1
0.65,0.65,0.25,0.2,0,0.533683237,0.970958622,0.338905912,0.34904259,0.002613769,0,0,1,0,0,0,0,337.3,,7732.595741,0,1
0.6,0.55,0.25,0.3,0,0.261337025,1.378654781,0.233644266,0.169472641,0.003562581,0,0,0,0,1,0,0,,,,0,0
0.65,0.6,0.25,0.4,0,0.376726725,1.06090526,0.253585413,0.239027388,0.003854713,0,0,0,0,1,0,0,,,,0,0
0.75,0.6,0.1,0.6,0,0.545499838,0.765761494,0.262214261,0.342422886,0.004048851,0,0,1,0,0,0,0,332.4,,8063.98015,0,1
0.6,0.55,0.25,0.4,0,0.230782788,1.750528589,0.225895055,0.129043911,0.003484533,0,0,0,0,1,0,0,,,,0,0
0.6,0.6,0.25,0.6,0,0.209361338,2.127023552,0.229237892,0.107774026,0.001963738,0,0,0,0,1,0,0,,,,0,0
0.6,0.9,0.2,0,0,0.670477963,0.871817595,0.490664959,0.562806902,0.000987872,0,0,1,0,0,0,0,343.3,,3652.122516,0,1
0.7,0.65,0.15,0.3,0,0.623284663,0.728157267,0.319369378,0.438599451,0.002243192,0,0,1,0,0,0,0,338.65,,5872.888219,0,1
0.5,0.85,0.25,1,0,0.111278461,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.55,0.7,0.25,0.8,0,0.177601938,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.75,0.55,0.1,0.7,0,0.376802363,0.851696909,0.201532646,0.236624842,0.004270497,0,0,0.05,0,0.95,0,0,308,,11429.54381,0,0.05
0.5,0.7,0.3,0.3,0,0.261962775,1.41884497,0.242977788,0.171250414,0.003148671,0,0,0,0,1,0,0,,,,0,0
0.6,0.95,0.2,0.8,0,0.490615612,0.649949723,0.19737026,0.303670043,0.005471886,0,0,0.95,0,0.05,0,0,309.4210526,,7387.688959,0,0.95
0.7,0.6,0.15,0.3,0,0.554991413,0.759351846,0.293048346,0.385919054,0.002578818,0,0,1,0,0,0,0,337.45,,7283.854566,0,1
0.5,0.95,0.2,0.5,0,0.432790875,0.900168003,0.258901115,0.287614217,0.003498462,0,0,0.1,0,0.9,0,0,323,,9099.021464,0,0.1
0.65,0.65,0.15,1,0,0.182782237,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.75,0.95,0.1,0,0,0.8371869,0.873984682,0.655823338,0.750383104,0.000886255,0,0,1,0,0,0,0,344.8,,1417.984678,0,1
0.65,0.7,0.25,0.1,0,0.612530662,0.888770427,0.383379926,0.431359904,0.001600209,0,0,1,0,0,0,0,340.75,,5727.649754,0,1
0.7,0.5,0.15,0.3,0,0.402687037,0.871056578,0.245270553,0.281578211,0.003474906,0,0,0.25,0,0.75,0,0,329.8,,11380.99465,0,0.25
0.55,0.75,0.25,0.9,0,0.170773163,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.55,1,0.3,0.6,0,0.526273912,0.758987438,0.251239215,0.331018937,0.005182865,0,0,1,0,0,0,0,325.45,,6651.215593,0,1
0.7,0.55,0.15,0.3,0,0.5197809,0.788371474,0.264920224,0.336034767,0.003635858,0,0,1,0,0,0,0,335.8,,9182.294448,0,1
0.65,0.55,0.25,0.6,0,0.227848025,1.802755496,0.214386795,0.118921726,0.002831908,0,0,0,0,1,0,0,,,,0,0
0.7,0.65,0.15,0.2,0,0.644250475,0.682576387,0.336899938,0.493571042,0.001741653,0,0,1,0,0,0,0,339.05,,5028.961448,0,1
0.65,0.55,0.15,1,0,0.099407236,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.6,0.65,0.25,0.1,0,0.511898337,0.94891591,0.322806584,0.340184605,0.00253011,0,0,0.95,0,0.05,0,0,338.5789474,,8961.085477,0,0.95
0.55,0.8,0.25,1,0,0.167427863,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.55,0.9,0.3,0,0,0.602887675,1.011130283,0.459717956,0.45465749,0.001170745,0,0,1,0,0,0,0,342.95,,5177.499557,0,1
0.55,0.75,0.25,1,0,0.12444908,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.6,0.65,0.25,1,0,0.119189749,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.55,1,0.2,0.7,0,0.481805,0.767363666,0.226709258,0.295439135,0.005351584,0,0,0.7,0,0.3,0,0,317.1428571,,7474.544619,0,0.7
0.55,0.7,0.35,0.6,0,0.2064087,2.16580072,0.235253308,0.108621863,0.001965596,0,0,0,0,1,0,0,,,,0,0
0.75,0.65,0.05,0.8,0,0.492676675,0.652649718,0.206242669,0.31600821,0.005131706,0,0,1,0,0,0,0,310.5,,8292.018493,0,1
0.75,0.75,0.05,0.7,0,0.679972688,0.520823301,0.24614778,0.472612841,0.0051584,0,0,1,0,0,0,0,335.45,,4750.172878,0,1
0.55,0.7,0.25,0.9,0,0.134597537,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.5,0.75,0.25,0.7,0,0.1813005,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.65,0.6,0.25,0.3,0,0.4266611,0.983214867,0.275251906,0.27995092,0.003212826,0,0,0.05,0,0.95,0,0,339,,10779.39045,0,0.05
0.5,0.55,0.25,0.5,0,0.075445032,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.75,0.6,0.1,0.7,0,0.493078537,0.77401589,0.223137568,0.288285513,0.004207365,0,0,1,0,0,0,0,321.15,,9323.750801,0,1
0.6,0.75,0.25,1,0,0.180845575,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.75,0.8,0.05,0.7,0,0.719538138,0.548369284,0.277785339,0.506566189,0.005714461,0,0,1,0,0,0,0,336.7,,3968.504741,0,1
0.55,0.95,0.3,0.3,0,0.5750044,0.908838416,0.359523989,0.395586259,0.002221038,0,0,1,0,0,0,0,341.35,,5854.046549,0,1
0.65,0.5,0.15,1,0,0.078727835,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
