drive conversion,somatic fitness,germline resistance,embryo resistance,eliminated,genetic load,efficiency decline coefficient,zero frequency relative increase rate,maximum drive frequency,linear regression loss,suppressed without chasing rate,suppressed with chasing rate,long term chasing rate,equilibrium rate,loss drive rate,short term chasing rate,intermediate chasing rate,duration of chasing,suppressed time,average fertile females,suppressed rate,chasing rate
0.55,0.65,0.05,0,0,0.601810562,0.467212676,0.28131484,0.60211303,0.001461053,0,0,1,0,0,0,0,335.75,,6294.975907,0,1
0.6,0.6,0.05,0.8,0,0.176767613,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.6,0.5,0.05,0.2,0,0.3231433,0.771330458,0.201863364,0.261708015,0.003044295,0,0,0,0,1,0,0,,,,0,0
0.6,0.55,0.05,0.7,0,0.187440525,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.6,0.55,0.05,0.6,0,0.207625075,1.986068245,0.200765194,0.101086755,0.003226749,0,0,0,0,1,0,0,,,,0,0
0.65,0.5,0.05,0.3,0,0.36142425,0.822689674,0.214948453,0.261275253,0.003865588,0,0,0.1,0,0.9,0,0,321,,12751.94356,0,0.1
0.6,0.5,0.05,0.5,0,0.206673262,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.65,0.5,0.05,0.5,0,0.2545823,1.210525949,0.190544462,0.157406343,0.004888554,0,0,0,0,1,0,0,,,,0,0
0.5,0.65,0.05,0,0,0.522809238,0.434000375,0.232131587,0.534864946,0.002235923,0,0,1,0,0,0,0,333.35,,8696.163823,0,1
0.5,0.6,0.05,0.5,0,0.178171425,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.65,0.5,0.05,0.6,0,0.228605613,1.639487708,0.191629284,0.116883636,0.004376806,0,0,0,0,1,0,0,,,,0,0
0.6,0.55,0.05,0.2,0,0.42166585,0.671628177,0.218834178,0.325826381,0.003556064,0,0,0.65,0,0.35,0,0,328.0769231,,11469.12176,0,0.65
0.65,0.55,0.05,0.4,0,0.38296505,0.809087217,0.217384136,0.268678249,0.002712861,0,0,0.05,0,0.95,0,0,332,,12289.57062,0,0.05
0.6,0.5,0.05,0.6,0,0.170965137,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.65,0.5,0.05,0.4,0,0.29235635,0.884593819,0.190156995,0.214965322,0.004688634,0,0,0,0,1,0,0,,,,0,0
0.55,0.65,0.05,0.8,0,0.1617451,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.5,0.65,0.05,0.6,0,0.171470287,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.6,0.6,0.05,0.3,0,0.40393855,0.71404758,0.224295062,0.31411781,0.003310739,0,0,0.4,0,0.6,0,0,328.375,,11125.96769,0,0.4
0.6,0.6,0.05,0.2,0,0.5087281,0.612605152,0.239989542,0.391752405,0.003475378,0,0,1,0,0,0,0,334.4,,9290.448451,0,1
0.5,0.7,0.05,0.8,0,0.120623976,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.6,0.55,0.05,0.8,0,0.134505634,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.5,1,0.05,0.2,0,0.558509675,0.710673736,0.374614091,0.527125278,0.002363311,0,0,1,0,0,0,0,341.8,,5866.219262,0,1
0.65,0.55,0.05,0.7,0,0.220574338,1.563621902,0.180289131,0.115302255,0.004494513,0,0,0,0,1,0,0,,,,0,0
0.5,0.7,0.05,0.7,0,0.171907038,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.65,0.65,0.05,0.3,0,0.587323462,0.62045764,0.279843955,0.4510283,0.002009489,0,0,1,0,0,0,0,336.75,,6668.413932,0,1
0.65,0.7,0.05,0.1,0,0.716045112,0.574718073,0.373138503,0.649254862,0.00199279,0,0,1,0,0,0,0,338.75,,3648.266465,0,1
0.6,0.7,0.05,0.1,0,0.645470063,0.521461056,0.314416658,0.602953287,0.001558513,0,0,1,0,0,0,0,337.7,,5048.043985,0,1
0.65,0.6,0.05,0.3,0,0.54695795,0.618885504,0.251879543,0.40698892,0.003524452,0,0,1,0,0,0,0,334.65,,8286.531437,0,1
0.6,0.6,0.05,0.7,0,0.21129745,1.916712726,0.200520727,0.104616996,0.003159674,0,0,0,0,1,0,0,,,,0,0
0.6,0.55,0.05,0.5,0,0.2318502,1.402406806,0.190750689,0.136016659,0.004368036,0,0,0,0,1,0,0,,,,0,0
0.55,0.75,0.05,1,0,0.138177525,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.6,0.5,0.05,0.7,0,0.129168986,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.6,0.7,0.05,0,0,0.692093613,0.540925084,0.365120335,0.674992427,0.001787683,0,0,1,0,0,0,0,338.4,,3964.998614,0,1
0.5,0.6,0.05,0.2,0,0.2631618,0.848866483,0.187394208,0.220758166,0.003870638,0,0,0,0,1,0,0,,,,0,0
0.5,0.6,0.05,1,0,0.019535789,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.5,0.85,0.05,1,0,0.139457981,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.5,0.7,0.05,0.1,0,0.4789083,0.569333515,0.25356562,0.445372726,0.002250158,0,0,1,0,0,0,0,333.75,,9448.669035,0,1
0.55,0.7,0.05,0,0,0.636001075,0.501898547,0.315577604,0.628767717,0.001081194,0,0,1,0,0,0,0,337.7,,5519.259254,0,1
0.55,0.7,0.05,0.8,0,0.182362888,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.6,0.6,0.05,0.6,0,0.224922538,1.374573397,0.18995717,0.138193544,0.002510036,0,0,0,0,1,0,0,,,,0,0
0.6,0.65,0.05,1,0,0.12923178,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.6,0.7,0.05,1,0,0.170304938,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.55,0.6,0.05,0.8,0,0.109588479,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.5,0.9,0.05,1,0,0.172602375,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.5,0.55,0.05,1,0,0.01837571,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.5,0.65,0.05,0.5,0,0.203869613,2.104994648,0.214217546,0.101766314,0.003866938,0,0,0,0,1,0,0,,,,0,0
0.5,0.65,0.05,0.7,0,0.119816996,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.5,0.75,0.05,0.8,0,0.167658975,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.5,0.55,0.05,0.5,0,0.102494975,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.65,0.65,0.05,0.6,0,0.388161125,0.805530137,0.209547327,0.260135924,0.004191843,0,0,0,0,1,0,0,,,,0,0
0.55,0.8,0.05,1,0,0.170830563,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.6,0.55,0.05,0.4,0,0.268176313,1.006768271,0.192444492,0.191150732,0.004175263,0,0,0,0,1,0,0,,,,0,0
0.5,0.75,0.05,0.7,0,0.194570413,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.6,0.55,0.05,0.3,0,0.341035925,0.805667096,0.201181824,0.249708379,0.004154111,0,0,0,0,1,0,0,,,,0,0
0.5,0.7,0.05,0,0,0.551464125,0.504510533,0.280154637,0.555299877,0.002067714,0,0,1,0,0,0,0,335.3,,7515.007619,0,1
0.65,0.6,0.05,0.4,0,0.480678487,0.736806758,0.238313011,0.323440316,0.003241063,0,0,0.65,0,0.35,0,0,326.0769231,,9757.018482,0,0.65
0.65,0.55,0,0.8,0,0.202853013,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.6,0.65,0.05,0.8,0,0.202522763,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.5,0.8,0.05,1,0,0.104565384,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.5,0.5,0.05,1,0,0.010503861,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.65,0.7,0.05,0.3,0,0.630882038,0.614079248,0.305436583,0.497389521,0.002109049,0,0,1,0,0,0,0,337.65,,5440.278925,0,1
0.55,0.75,0.05,0.9,0,0.179535538,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.65,0.55,0.05,0.6,0,0.242407788,1.112451336,0.17807711,0.160076315,0.004239887,0,0,0,0,1,0,0,,,,0,0
0.5,0.85,0.05,0.9,0,0.178514712,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.5,0.6,0.05,0.6,0,0.124764399,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.55,0.65,0.05,0.9,0,0.114609804,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.65,0.6,0.05,0.5,0,0.385074675,0.847810008,0.217244954,0.256242498,0.003776787,0,0,0,0,1,0,0,,,,0,0
0.5,0.8,0.05,0.9,0,0.161054712,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.6,0.75,0.05,1,0,0.183753713,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.65,0.5,0,0.8,0,0.172440275,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.5,0.65,0.05,0.4,0,0.219738237,1.206089971,0.185476078,0.153782953,0.004930316,0,0,0,0,1,0,0,,,,0,0
0.6,0.6,0.05,1,0,0.093663224,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.65,0.7,0.05,0.2,0,0.670601137,0.567710176,0.328492497,0.578627108,0.001750606,0,0,1,0,0,0,0,338.3,,4458.669519,0,1
0.65,0.6,0.05,0.7,0,0.2530691,0.937904631,0.156391094,0.166745199,0.003655485,0,0,0,0,1,0,0,,,,0,0
0.6,0.6,0.05,0.5,0,0.281077375,1.081906409,0.20654569,0.190909018,0.004341833,0,0,0,0,1,0,0,,,,0,0
0.5,0.75,0.05,0.9,0,0.102987144,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.5,0.7,0.05,0.6,0,0.191270688,2.127079598,0.204949693,0.09635262,0.002469047,0,0,0,0,1,0,0,,,,0,0
0.5,0.8,0.05,0.8,0,0.187523113,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.55,0.7,0.05,0.9,0,0.148310191,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.5,0.55,0.05,0.6,0,0.066898251,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.5,0.65,0.05,0.8,0,0.081756573,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.65,0.75,0.05,0,0,0.75328685,0.580327268,0.43035366,0.741570635,0.001121692,0,0,1,0,0,0,0,340.6,,2573.539,0,1
0.65,0.55,0,0.9,0,0.176452425,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.5,0.6,0.05,0.7,0,0.086026324,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.5,0.65,0.05,0.2,0,0.348255962,0.734262325,0.20922174,0.284941407,0.003192984,0,0,0,0,1,0,0,,,,0,0
0.6,0.65,0.05,0.4,0,0.41709135,0.740484801,0.222106285,0.299947121,0.00244175,0,0,0.1,0,0.9,0,0,331.5,,11172.11235,0,0.1
0.55,0.5,0.05,1,0,0.014846114,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.65,0.5,0,0.9,0,0.113843851,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.5,0.75,0.05,1,0,0.068319338,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.6,0.65,0.05,0.2,0,0.552764925,0.570930304,0.261343306,0.457749928,0.002790551,0,0,1,0,0,0,0,336.1,,7542.334175,0,1
0.6,0.5,0.05,0.8,0,0.087743036,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.6,0.65,0.05,0.7,0,0.21228605,1.44669567,0.19736487,0.136424595,0.003319732,0,0,0,0,1,0,0,,,,0,0
0.5,0.6,0.05,0.8,0,0.05129701,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.55,0.75,0.05,0.8,0,0.19794855,2.337077891,0.227109122,0.097176531,0.001142244,0,0,0,0,1,0,0,,,,0,0
0.65,0.7,0.05,0.4,0,0.58404875,0.613632373,0.268046739,0.436819748,0.00267004,0,0,1,0,0,0,0,336.7,,6599.441797,0,1
0.65,0.55,0.05,0.5,0,0.290363538,0.935206668,0.208427435,0.222867781,0.005236572,0,0,0,0,1,0,0,,,,0,0
0.55,0.6,0.05,0.9,0,0.067815024,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.6,0.7,0.05,0.2,0,0.5967521,0.597049441,0.300316256,0.503000648,0.001684166,0,0,1,0,0,0,0,336.8,,6227.42673,0,1
0.5,0.65,0.05,0.9,0,0.047174827,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.55,0.7,0.05,1,0,0.091850509,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.65,0.6,0,0.8,0,0.218498138,1.376350276,0.172155303,0.125081025,0.004234653,0,0,0,0,1,0,0,,,,0,0
0.55,0.8,0.05,0.9,0,0.19193355,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.5,0.7,0.05,0.9,0,0.069680301,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.55,0.55,0.05,0.8,0,0.064733519,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.65,0.6,0,0.9,0,0.192235062,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.5,0.55,0.05,0.9,0,0.020549362,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.6,0.5,0.05,1,0,0.040528801,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.65,0.6,0.05,0.6,0,0.325425663,0.940796643,0.200750871,0.213383916,0.003180639,0,0,0,0,1,0,0,,,,0,0
0.5,0.5,0.05,0.5,0,0.057338463,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.6,0.6,0.05,0.4,0,0.343865,0.860373251,0.214684049,0.249524318,0.003586056,0,0,0,0,1,0,0,,,,0,0
0.5,0.6,0.05,0.9,0,0.031344589,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.55,0.65,0.05,1,0,0.064035886,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.55,0.55,0.05,1,0,0.027630736,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.6,0.55,0.05,1,0,0.06235157,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.65,0.75,0.05,0.1,0,0.729518325,0.598751455,0.396769218,0.662660967,0.001364771,0,0,1,0,0,0,0,340.25,,3179.441557,0,1
0.5,0.55,0.05,0.7,0,0.041892122,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.5,0.5,0.05,0.7,0,0.024165088,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.55,0.5,0.05,0.8,0,0.036569522,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.5,0.7,0.05,0.2,0,0.398704913,0.66880974,0.226638356,0.338868205,0.003449376,0,0,0.45,0,0.55,0,0,332.4444444,,11512.78766,0,0.45
0.55,0.5,0.05,0.9,0,0.039705263,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.55,0.85,0.05,1,0,0.17903435,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.5,0.7,0.05,1,0,0.039062884,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.55,0.6,0.05,1,0,0.046559336,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.6,0.65,0.05,0.6,0,0.271396075,1.055785889,0.197428236,0.186996471,0.003599072,0,0,0,0,1,0,0,,,,0,0
0.65,0.65,0.05,0.4,0,0.532766525,0.660820206,0.253340778,0.383373233,0.002881396,0,0,1,0,0,0,0,335.5,,8135.872196,0,1
0.65,0.65,0.05,0.5,0,0.472584025,0.72275348,0.234174774,0.324003662,0.00263637,0,0,0.9,0,0.1,0,0,324.6666667,,9455.865035,0,0.9
0.6,0.65,0.05,0.3,0,0.487193325,0.709973369,0.256752498,0.361636801,0.002508685,0,0,1,0,0,0,0,333.85,,9143.437619,0,1
0.6,0.65,0.05,0.5,0,0.347668238,0.836242428,0.200897666,0.240238547,0.004206124,0,0,0,0,1,0,0,,,,0,0
0.5,0.7,0.05,0.5,0,0.222453975,1.421506957,0.205806037,0.144780183,0.003700506,0,0,0,0,1,0,0,,,,0,0
0.6,0.7,0.05,0.5,0,0.4095669,0.799875253,0.228955337,0.286238806,0.003397198,0,0,0,0,1,0,0,,,,0,0
0.55,0.55,0.05,0.9,0,0.038691607,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.6,0.65,0.05,0.9,0,0.159195363,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.6,0.6,0.05,0.9,0,0.127724725,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.55,0.5,0.1,0.1,0,0.27842625,0.835111631,0.18098296,0.216717086,0.004557895,0,0,0,0,1,0,0,,,,0,0
0.5,0.5,0.05,0.6,0,0.040495651,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.65,0.65,0,0.9,0,0.208350825,1.992928852,0.223873369,0.112333849,0.00392727,0,0,0,0,1,0,0,,,,0,0
0.65,0.65,0.05,0.7,0,0.313690488,0.953432861,0.200142294,0.209917554,0.003156566,0,0,0,0,1,0,0,,,,0,0
0.5,0.65,0.05,1,0,0.027768451,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.65,0.75,0.05,0.2,0,0.694858675,0.58445046,0.354672812,0.606848375,0.001878288,0,0,1,0,0,0,0,339.2,,3818.244291,0,1
0.55,0.5,0.1,0.3,0,0.216918575,2.055192291,0.205260029,0.09987388,0.003143667,0,0,0,0,1,0,0,,,,0,0
0.5,0.55,0.05,0.8,0,0.023392988,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.6,0.7,0.05,0.6,0,0.353313675,0.892190879,0.207986176,0.233118473,0.004350556,0,0,0,0,1,0,0,,,,0,0
0.55,0.55,0.1,0.1,0,0.350854113,0.697568413,0.20012964,0.286896076,0.003723663,0,0,0.05,0,0.95,0,0,328,,13832.04545,0,0.05
0.5,0.75,0.05,0.1,0,0.512191888,0.596910972,0.286270526,0.479586638,0.001466754,0,0,1,0,0,0,0,336.75,,8290.190613,0,1
0.5,0.95,0.05,1,0,0.172595238,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.65,0.7,0,0.9,0,0.25559265,1.247420881,0.187161796,0.150039012,0.003962204,0,0,0,0,1,0,0,,,,0,0
0.65,0.7,0.05,0.6,0,0.486727688,0.720989914,0.225207915,0.312359314,0.003962926,0,0,0.75,0,0.25,0,0,314.1333333,,8905.539819,0,0.75
0.6,0.55,0.05,0.9,0,0.084541889,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.55,0.5,0.1,0.2,0,0.249591225,1.411309643,0.199079292,0.141059967,0.004870771,0,0,0,0,1,0,0,,,,0,0
0.5,0.75,0.05,0.6,0,0.1971964,1.619661645,0.211242752,0.130424001,0.003766232,0,0,0,0,1,0,0,,,,0,0
0.65,0.65,0,0.8,0,0.260452588,1.165155171,0.188239527,0.161557475,0.003562354,0,0,0,0,1,0,0,,,,0,0
0.65,0.7,0,0.8,0,0.3301272,0.816810057,0.169817794,0.207903653,0.004896335,0,0,0,0,1,0,0,,,,0,0
0.6,0.75,0.05,0.3,0,0.578546188,0.660825721,0.301617503,0.456425186,0.002611807,0,0,1,0,0,0,0,338.1,,6374.817273,0,1
0.6,0.75,0.05,0.2,0,0.622551025,0.593042148,0.319786553,0.539230734,0.001887015,0,0,1,0,0,0,0,338.3,,5262.091356,0,1
0.6,0.75,0.05,0.1,0,0.6627515,0.598009971,0.358429515,0.599370466,0.00206188,0,0,1,0,0,0,0,339,,4383.517186,0,1
0.65,0.75,0.05,0.4,0,0.62200875,0.654406605,0.301119211,0.46014085,0.002601026,0,0,1,0,0,0,0,337.55,,5454.970335,0,1
0.65,0.75,0.05,0.3,0,0.66560315,0.613542448,0.323750199,0.527673675,0.002058501,0,0,1,0,0,0,0,338.7,,4543.406987,0,1
0.6,0.8,0.05,1,0,0.1975605,1.482362894,0.154965942,0.104539815,0.000332247,0,0,0,0,1,0,0,,,,0,0
0.55,0.6,0.1,0.7,0,0.158362412,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.5,0.75,0.05,0,0,0.549447562,0.515012898,0.302988087,0.588311649,0.001524007,0,0,1,0,0,0,0,337.45,,6776.57317,0,1
0.6,0.7,0.05,0.8,0,0.212394262,1.309919276,0.17717376,0.13525548,0.003581244,0,0,0,0,1,0,0,,,,0,0
0.55,0.85,0.05,0.9,0,0.22767735,1.484112043,0.168234394,0.113356936,0.000495876,0,0,0,0,1,0,0,,,,0,0
0.55,0.8,0.05,0.8,0,0.236052525,1.290457733,0.173478803,0.134431992,0.002422846,0,0,0,0,1,0,0,,,,0,0
0.55,0.55,0.1,0.4,0,0.216614888,2.054440164,0.231955665,0.112904561,0.003516131,0,0,0,0,1,0,0,,,,0,0
0.55,0.9,0.05,1,0,0.209679012,1.48051404,0.143388624,0.096850567,0.007419642,0,0,0,0,1,0,0,,,,0,0
0.6,0.75,0.05,0,0,0.6949325,0.55349721,0.383721994,0.693268164,0.000971187,0,0,1,0,0,0,0,339.85,,3575.768583,0,1
0.6,0.7,0.05,0.9,0,0.193116138,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.55,0.75,0.05,0,0,0.6411674,0.548646427,0.350092449,0.638102122,0.001108622,0,0,1,0,0,0,0,338.2,,4918.222433,0,1
0.65,0.75,0.05,0.5,0,0.586985013,0.615554349,0.25886068,0.420532615,0.003212713,0,0,1,0,0,0,0,335.95,,6512.025761,0,1
0.6,0.75,0.05,0.7,0,0.346199625,0.884232691,0.196005526,0.22166736,0.003805888,0,0,0,0,1,0,0,,,,0,0
0.55,0.5,0.1,0.4,0,0.17804365,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.5,0.8,0.05,0.7,0,0.2035711,1.754003969,0.207661445,0.118392802,0.003486086,0,0,0,0,1,0,0,,,,0,0
0.5,0.85,0.05,0.8,0,0.187311625,1.132819404,0.128603708,0.11352534,0.001074124,0,0,0,0,1,0,0,,,,0,0
0.6,0.5,0.05,0.9,0,0.046053393,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.55,0.6,0.1,0.1,0,0.414950588,0.625326045,0.220800289,0.353096263,0.003068394,0,0,0.8,0,0.2,0,0,332.875,,11340.99384,0,0.8
0.65,0.75,0,0.8,0,0.389405,0.773280392,0.189194507,0.244664818,0.003713494,0,0,0.1,0,0.9,0,0,304,,10679.55834,0,0.1
0.5,1,0.05,1,0,0.22107515,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.5,0.7,0.05,0.4,0,0.271834375,0.954383263,0.193161308,0.202393856,0.003707396,0,0,0,0,1,0,0,,,,0,0
0.6,0.75,0.05,0.9,0,0.203331525,1.212353206,0.145115235,0.119697159,0.00191159,0,0,0,0,1,0,0,,,,0,0
0.5,0.9,0.05,0.9,0,0.177325325,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.55,0.55,0.1,0.5,0,0.186749437,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.65,0.7,0.05,0.5,0,0.5220272,0.651582343,0.239195296,0.367099106,0.003476091,0,0,1,0,0,0,0,332,,7858.358027,0,1
0.6,0.7,0.05,0.3,0,0.53525585,0.607528763,0.264621657,0.435570581,0.002875952,0,0,1,0,0,0,0,336.9,,7600.153484,0,1
0.6,0.7,0.05,0.7,0,0.27047555,1.062450082,0.18254065,0.171811036,0.003818287,0,0,0,0,1,0,0,,,,0,0
0.6,0.7,0.05,0.4,0,0.492664913,0.682852781,0.240646465,0.352413392,0.002239145,0,0,0.95,0,0.05,0,0,327.4210526,,8881.68179,0,0.95
0.6,0.8,0.05,0.8,0,0.341204063,0.777279691,0.160292787,0.20622279,0.004373828,0,0,0,0,1,0,0,,,,0,0
0.55,0.5,0.1,0.5,0,0.127464215,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.55,0.55,0.1,0.3,0,0.240202475,1.30383694,0.198308414,0.152096024,0.005169617,0,0,0,0,1,0,0,,,,0,0
0.65,0.85,0,0.7,0,0.5881402,0.597804759,0.235573829,0.394064827,0.005032192,0,0,1,0,0,0,0,335.75,,6441.259453,0,1
0.55,0.6,0.1,0.6,0,0.195906888,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.65,0.7,0.05,0.7,0,0.39683045,0.795207839,0.201859581,0.25384506,0.004064979,0,0,0,0,1,0,0,,,,0,0
0.6,0.75,0.05,0.8,0,0.260715225,1.163511571,0.190246327,0.163510472,0.003190425,0,0,0,0,1,0,0,,,,0,0
0.55,0.55,0.1,0.2,0,0.273054188,0.914618738,0.199250435,0.217850812,0.003887367,0,0,0,0,1,0,0,,,,0,0
0.65,0.8,0.05,0.1,0,0.737527687,0.622884498,0.422781814,0.678748331,0.001358075,0,0,1,0,0,0,0,340.9,,2799.390183,0,1
0.65,0.8,0.05,0.6,0,0.575391813,0.636581888,0.252198436,0.396175953,0.004045701,0,0,1,0,0,0,0,335.45,,6485.893608,0,1
0.65,0.8,0,0.8,0,0.46614415,0.691462457,0.202546266,0.292924459,0.004837668,0,0,0.85,0,0.15,0,0,305.0588235,,8546.324331,0,0.85
0.65,0.75,0.05,0.7,0,0.462101425,0.712512005,0.210641323,0.295631963,0.004469874,0,0,0.75,0,0.25,0,0,309.4666667,,8710.998533,0,0.75
0.6,0.75,0.05,0.5,0,0.48402775,0.698449841,0.236994797,0.339315414,0.003500128,0,0,0.9,0,0.1,0,0,327.6111111,,8811.635576,0,0.9
0.65,0.8,0.05,0.2,0,0.715315313,0.633753118,0.384184652,0.606205542,0.002194492,0,0,1,0,0,0,0,340.3,,3302.997995,0,1
0.65,0.85,0,0.8,0,0.521918925,0.58761655,0.198931329,0.338539357,0.006334632,0,0,1,0,0,0,0,310.95,,7069.350248,0,1
0.55,0.65,0.1,0.7,0,0.182380912,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.5,0.75,0.05,0.5,0,0.253652213,1.09590788,0.201317963,0.183699713,0.004204391,0,0,0,0,1,0,0,,,,0,0
0.5,0.8,0.05,0,0,0.580031313,0.562309191,0.342752466,0.609544484,0.001559005,0,0,1,0,0,0,0,339.15,,6222.657517,0,1
0.6,0.8,0.05,0.4,0,0.583997975,0.657309005,0.285956913,0.435041831,0.002907703,0,0,1,0,0,0,0,338,,6401.830354,0,1
0.55,0.55,0.1,0.6,0,0.129931449,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.55,0.55,0.1,0.7,0,0.084616243,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.55,0.6,0.1,0.2,0,0.349622488,0.876604988,0.223737551,0.255231893,0.003650267,0,0,0,0,1,0,0,,,,0,0
0.5,0.8,0.05,0.5,0,0.322129675,0.887889412,0.203615329,0.229325101,0.003746811,0,0,0,0,1,0,0,,,,0,0
0.65,0.8,0.05,0,0,0.760322475,0.620585103,0.462503196,0.745269575,0.000831817,0,0,1,0,0,0,0,341.55,,2359.311515,0,1
0.55,1,0.05,1,0,0.305472188,0.928512054,0.151572533,0.163242397,0.005477201,0,0,0,0,1,0,0,,,,0,0
0.55,0.6,0.1,0.5,0,0.212314188,2.003772801,0.219774573,0.109680386,0.004148311,0,0,0,0,1,0,0,,,,0,0
0.5,0.75,0.05,0.4,0,0.333123,0.917654096,0.223059311,0.243075591,0.003647887,0,0,0,0,1,0,0,,,,0,0
0.5,0.8,0.05,0.6,0,0.251675763,1.047948045,0.180551776,0.172290771,0.00287886,0,0,0,0,1,0,0,,,,0,0
0.55,0.7,0.1,0.7,0,0.196434588,1.800463311,0.188500072,0.104695314,0.002328384,0,0,0,0,1,0,0,,,,0,0
