df_cluster,df_popsize,df_popsize_per_cluster,dv_cluster,dv_popsize,dv_popsize_per_cluster,of_cluser,of_popsize,of_popsize_per_cluster,ov_cluster,ov_popsize,ov_popsize_per_cluster
,,1312,,,2975.333333,,,744.5,3,3812,4358
,,1740.5,,,4735,,,943.5,2,3968,4505
,,1740.5,,,4735,,,943.5,2,4043,4541
,,1775,,,9732,,,1211.5,2,4122,4672
,,1775,,,9879,,,1211.5,1,4214,4741
,,2238,,,9323,,,1548.5,1,4306,4906
,,2238,,,8393,,,1548.5,1,4433,5063
,,2699.5,,,5168,,,3890,1,4560,5204
,,2699.5,,,5461,,,4636,1,4654,5278
,,6332,,,6369,,,5387,2,4762,2706.5
,,7242,,,7495,,,6066,2,4771,2706.5
,,8002,,,8629,,,2194.666667,2,4823,5553
,,4046.5,,,10075,,,2194.666667,2,4812,2737.5
,,4046.5,,,10949,,,2194.666667,2,4895,2737.5
,,4041,,,11364,,,3494.5,2,4984,2599
,,4041,,,11410,,,3494.5,1,5242,2599
,,7906,,,10962,,,3822,1,5497,4974
,,7187,,,10456,,,3822,1,5925,2379
,,6261,,,7435,,,4005.5,1,6349,2379
,,2725,,,3959,,,4005.5,1,6712,4526
,,2314,,,3087,,,4145.5,1,7157,4335
,,2322,,,2996,,,4145.5,1,7664,4173
,,2575,,,3122,,,2818.333333,1,8029,4167
,,1899,,,3295,,,2818.333333,1,8298,2086.5
,,1899,,,4003,,,2818.333333,1,8427,2086.5
,,4776,,,2239.5,,,8389,1,8405,2028
,,5684,,,2239.5,,,8129,1,8305,2028
,,3097.5,,,2676.5,,,7785,1,8201,1969.5
,,3097.5,,,2676.5,,,7466,1,8067,1969.5
,,2045.333333,,,2985,,,7106,1,7982,1757
,,2045.333333,,,2985,,,6820,2,7788,1757
,,2045.333333,,,3149,,,3326,1,7547,3418
,,2990,,,3149,,,2939,1,7487,3453
,,2990,,,3243.5,,,2550,1,5875,3541
,,1834.666667,,,3243.5,,,2144,1,5540,3205
,,1834.666667,,,6593,,,1943,1,5152,3029
,,1834.666667,,,6836,,,1540,2,4855,2966
,,2670,,,6405,,,1425,1,4601,2963
,,2670,,,3076,,,1348,2,4473,2429
,,1651.333333,,,3076,,,1333,2,4378,2353
,,1651.333333,,,2927.5,,,692.5,2,4330,2342
,,1651.333333,,,2927.5,,,692.5,1,4495,1212
,,2297.5,,,5444,,,699,1,4669,1212
,,2297.5,,,4978,,,699,1,4874,1232.5
,,2427,,,5299,,,457,1,5175,1232.5
,,2427,,,5048,,,457,1,5595,1312
,,2230,,,4928,,,457,2,5818,1312
,,2230,,,2389.5,,,1373,2,6088,941.6666667
,,2396,,,2389.5,,,676.5,2,6501,941.6666667
,,2396,,,2144,,,676.5,1,6892,941.6666667
,,4345,,,2040,,,646,1,6344,1492
,,3905,,,1157,,,646,1,6464,1492
,,3563,,,341,,,1339,1,5845,1028.666667
,,3123,,,509,,,693,1,5482,1028.666667
,,1634,,,529,,,693,1,1038,1028.666667
,,1634,,,405.5,,,507.6666667,1,1011,1050
,,1902,,,405.5,,,507.6666667,3,1142,1050
,,1902,,,1299,,,507.6666667,3,1354,1050
,,2092,,,1966,,,773.5,3,1532,1094.333333
,,2092,,,2593,,,773.5,3,1828,1094.333333
,,2056,,,3217,,,834.5,3,2104,1094.333333
,,2056,,,3821,,,834.5,3,2321,1152
,,2499.5,,,4727,,,607,2,2635,1152
,,2499.5,,,5831,,,607,2,3100,1152
,,2713,,,6691,,,607,3,3620,1858.5
,,2713,,,7497,,,924.5,3,4193,1858.5
,,2836.5,,,8305,,,924.5,2,4819,2008.5
,,2836.5,,,9274,,,1796,3,5300,2008.5
,,2988.5,,,9232,,,1732,3,5694,4277
,,2988.5,,,9262,,,1794,3,5996,4610
,,6129,,,8977,,,1759,3,6118,4929
,,2074.666667,,,4332,,,1720,2,6157,5279
,,2074.666667,,,4332,,,1816,1,6278,2822
,,2074.666667,,,3842,,,1782,1,6269,2822
,,2893.5,,,3842,,,1720,1,3666,3015
,,2893.5,,,3327.5,,,830,1,3629,3015
,,3004,,,3327.5,,,830,2,3606,3150
,,3004,,,3116,,,789,1,3750,3150
,,1878.333333,,,3116,,,789,2,3609,2167.666667
,,1878.333333,,,5587,,,740,1,3518,2167.666667
,,1878.333333,,,3804,,,740,1,3379,2167.666667
,,5345,,,1456,,,698.5,1,3030,3343.5
,,4903,,,1456,,,698.5,2,2981,3343.5
,,2137,,,934.6666667,,,684,2,2919,6806
,,1970,,,934.6666667,,,684,2,2970,3418
,,1767,,,934.6666667,,,777.5,3,3122,3418
,,1896,,,896,,,777.5,3,3270,3289
,,2810,,,896,,,898.5,4,3463,3289
,,1886.5,,,896,,,898.5,3,3637,6448
,,1886.5,,,1324.5,,,1013.5,3,3753,6237
,,2264.5,,,1324.5,,,1013.5,4,3825,6011
,,2264.5,,,1342.5,,,1145.5,3,4027,5808
,,1779,,,1342.5,,,1145.5,1,4140,5161
,,1779,,,1403.5,,,2586,2,4240,4760
,,1779,,,1403.5,,,2948,2,4213,4396
,,2061.666667,,,1732.5,,,3384,1,4234,3951
,,2061.666667,,,1732.5,,,3738,1,4237,3774
,,2061.666667,,,2073.5,,,4259,2,4172,3530
,,3590.5,,,2073.5,,,4765,1,4130,3367
,,3590.5,,,2327,,,5302,2,3945,3161
,,3853.5,,,2327,,,5845,1,2878,3134
,,3853.5,,,2586,,,3193.5,1,2724,3112
,,3745.5,,,2586,,,3193.5,2,2609,1600.5
,,3745.5,,,3005.5,,,3439.5,1,2623,1600.5
,,7290,,,3005.5,,,3439.5,1,2791,1708.5
,,2221.333333,,,3237.5,,,7452,1,3073,1708.5
,,2221.333333,,,3237.5,,,7939,2,3357,1759.5
,,2221.333333,,,3675,,,8452,2,3834,1759.5
,,1914.333333,,,3675,,,9101,2,4327,3724
,,1914.333333,,,3539,,,9517,3,4721,1938
,,1914.333333,,,3539,,,9997,2,5134,1938
,,2737,,,3506.5,,,10400,2,5532,2157
,,2737,,,3506.5,,,10747,2,5769,2157
,,2727.5,,,7130,,,5500.5,2,6059,2364
,,2727.5,,,2242,,,5500.5,1,6162,2364
,,4995,,,2242,,,10978,1,6232,2652
,,5169,,,2242,,,10887,1,6190,2652
,,4927,,,3319,,,10637,1,6189,5689
,,5111,,,3319,,,10248,1,6113,6341
,,4074,,,3262.5,,,9552,1,5942,7003
,,3389,,,3262.5,,,9031,2,4670,3715
,,1733,,,6155,,,8540,1,4495,3715
,,506,,,2909.5,,,8108,1,4327,3857.5
,,460,,,2909.5,,,3785,2,4261,3857.5
,,184,,,5346,,,3479,1,4007,3978
,,184,,,3364,,,1648.5,1,3952,3978
,,578,,,3073,,,1648.5,1,4019,4090
,,703,,,1495,,,1071.333333,1,3985,4090
,,1189,,,1495,,,1071.333333,1,4051,4115.5
,,1828,,,960.3333333,,,1071.333333,2,4006,4115.5
,,1679.5,,,960.3333333,,,1633.5,2,4141,8266
,,1679.5,,,960.3333333,,,1633.5,2,4235,8085
,,1506.333333,,,1668,,,1680,2,4276,7753
,,1506.333333,,,1668,,,1680,2,4440,7503
,,1506.333333,,,3614,,,1127.333333,3,4554,7210
,,1660,,,3899,,,1127.333333,3,4671,6892
,,1660,,,4594,,,1127.333333,2,4727,3162.5
,,1660,,,5072,,,3559,2,4613,3162.5
,,1887.333333,,,5069,,,3702,2,4543,6168
,,1887.333333,,,5452,,,3914,1,4381,3002.5
,,1887.333333,,,5591,,,4281,1,3058,3002.5
,,1868.666667,,,5071,,,2316,1,2952,2922.5
,,1868.666667,,,4570,,,2316,2,2798,2922.5
,,1868.666667,,,267,,,2439.5,1,2574,2820.5
,,2699.5,,,267,,,2439.5,1,2501,2820.5
,,2699.5,,,1040,,,2528.5,1,2440,4260
,,2666,,,1420,,,2528.5,1,2430,3927
,,2666,,,1920,,,4977,1,2491,3731
,,2428.5,,,2426,,,4436,1,2416,3667
,,2428.5,,,1277,,,4189,1,2486,3503
,,4259,,,527.5,,,4197,1,2467,3335
,,4112,,,527.5,,,3813,1,866,3048
,,3355,,,1244,,,3412,1,831,2850
,,2447,,,1512,,,3047,1,924,2732
,,1016,,,1937,,,2895,1,1076,2657
,,1016,,,2144,,,2791,2,1245,1363
,,2312,,,2579,,,2909,2,1449,1363
,,2236,,,3017,,,3055,2,1688,974
,,2068,,,2631,,,3016,1,1954,974
,,1015.5,,,1173.5,,,2843,1,2278,974
,,1015.5,,,1173.5,,,2647,1,2538,1081.666667
,,2158,,,964.5,,,2492,1,2762,1081.666667
,,2168,,,964.5,,,2438,1,2957,1081.666667
,,2113,,,925,,,2329,1,3106,1746.5
,,2077,,,925,,,1143,1,3249,1746.5
,,1110.5,,,539.3333333,,,1143,1,3479,1890.5
,,1110.5,,,539.3333333,,,1069,2,3614,1890.5
,,861.6666667,,,539.3333333,,,1069,2,3573,2033.5
,,861.6666667,,,708,,,1011,2,3576,2033.5
,,861.6666667,,,708,,,1011,2,3595,2147
,,3339,,,1393,,,1845,1,3581,2147
,,4524,,,1538,,,1658,2,3575,2297.5
,,5986,,,2038,,,1649,1,3479,2297.5
,,7236,,,1194.333333,,,1560,2,3376,1648.333333
,,8788,,,1194.333333,,,1511,1,2671,1648.333333
,,9187,,,1194.333333,,,1529,1,2634,1648.333333
,,10219,,,5463,,,851,1,2636,2667
,,10453,,,7313,,,851,1,2715,2667
,,10835,,,8211,,,1937,1,2668,2873.5
,,10908,,,9000,,,2186,3,2170,2873.5
,,9809,,,9087,,,2688,3,2025,2976.5
,,7140,,,6570,,,3168,3,1844,2976.5
,,6829,,,6102,,,3707,3,1755,3204.5
,,6733,,,5902,,,4215,3,1776,3204.5
,,3238,,,5276,,,2401,3,1957,6623
,,3238,,,5266,,,2401,3,2261,6743
,,3295.5,,,5304,,,5291,3,2576,6741
,,3295.5,,,5393,,,2863,2,2939,6646
,,6851,,,5394,,,2863,2,3261,6500
,,6404,,,5487,,,3004.5,2,3607,6396
,,3127,,,5416,,,3004.5,2,4072,6204
,,3127,,,5110,,,3153.5,2,4577,5991
,,1947,,,4553,,,3153.5,2,5288,5533
,,2408,,,2175.5,,,3220,2,5791,5091
,,2964,,,2175.5,,,3220,2,6293,4716
,,3315,,,4088,,,3118.5,4,6733,4349
,,3892,,,3781,,,3118.5,3,7320,4025
,,4549,,,3996,,,3021.5,3,7946,3739
,,2480,,,4848,,,3021.5,3,8511,3455
,,2480,,,5708,,,5754,2,8935,3282
,,2079.333333,,,5984,,,4889,3,9257,3250
,,2079.333333,,,5924,,,4415,2,9480,3265
,,2079.333333,,,5850,,,3840,1,9629,1695.5
,,2102,,,5984,,,310,1,9828,1695.5
,,2102,,,3019.5,,,260,1,9731,3367
,,2102,,,3019.5,,,234,1,9536,3344
,,2974,,,5631,,,243,1,9320,3171
,,2974,,,2241,,,257,1,9117,2969
,,6178,,,3246,,,311,1,8961,2744
,,6249,,,4073,,,384,1,8823,2653
,,3002,,,4750,,,456,1,1879,2617
,,2372,,,5706,,,563,2,1815,2673
,,2489,,,3492,,,658,2,1849,2661
,,2410,,,3492,,,353,2,1939,2587
,,1648.5,,,7266,,,353,2,2003,2628
,,1648.5,,,7938,,,389,1,2052,2745
,,1983.5,,,8478,,,389,1,2062,2834
,,1983.5,,,8770,,,880,1,2248,2852
,,2276,,,8879,,,994,1,2460,2779
,,2276,,,9304,,,1054,1,2533,1328
,,2789.5,,,9226,,,576,1,2674,1328
,,2789.5,,,9097,,,576,1,2759,2364
,,3291,,,4440,,,627.5,2,2855,2369
,,3291,,,4440,,,627.5,1,2994,816.3333333
,,3576.5,,,8528,,,681.5,1,3066,816.3333333
,,3576.5,,,8161,,,681.5,1,3178,816.3333333
,,2631,,,7169,,,502,1,3118,906.3333333
,,2631,,,3497,,,502,1,2955,906.3333333
,,2631,,,3915,,,502,1,2863,906.3333333
,,2658.333333,,,4384,,,878.5,2,2875,1525.5
,,2658.333333,,,2297.5,,,878.5,1,2941,1525.5
,,2658.333333,,,2297.5,,,1960,1,2871,1103
,,8578,,,5193,,,2243,1,2775,1103
,,7557,,,5082,,,2450,1,2606,1103
,,7583,,,5878,,,2671,1,2479,1171.666667
,,3715,,,5836,,,2721,1,2412,1171.666667
,,3715,,,2733,,,2811,1,2454,1171.666667
,,6975,,,2733,,,2787,1,2661,3684
,,1612,,,4688,,,2723,1,2815,3804
,,1612,,,4550,,,2691,1,3095,1316
,,1402.5,,,2300.5,,,2613,1,3367,1316
,,1402.5,,,2300.5,,,2545,1,3610,1316
,,2526,,,2298,,,2534,1,3942,2007.5
,,2555,,,2298,,,2499,2,4357,2007.5
,,2762,,,5156,,,2501,2,4756,2036
,,1678.5,,,5892,,,2406,1,5260,2036
,,1678.5,,,3652,,,2239,1,5711,989.5
,,1541.5,,,3652,,,2059,1,6099,989.5
,,1541.5,,,8582,,,1920,1,6393,989.5
,,1016.333333,,,9451,,,1894,1,6686,989.5
,,1016.333333,,,10040,,,904,1,6951,993.25
,,1016.333333,,,10452,,,904,1,7098,993.25
,,1187,,,5536.5,,,905,1,7235,993.25
,,1187,,,5536.5,,,905,1,7441,993.25
,,2233,,,11151,,,1739,1,7531,992.25
,,2016,,,11354,,,1708,1,7618,992.25
,,1725,,,10283,,,1633,1,7751,992.25
,,2202,,,9100,,,1453,1,7566,992.25
,,2323,,,3625,,,1331,1,7296,984
,,2867,,,2211,,,1285,1,5822,984
,,2530,,,2211,,,1289,1,5382,984
,,2394,,,1133.5,,,1196,1,5054,984
,,2232,,,1133.5,,,1065,1,4702,1015.25
,,2116,,,1133.5,,,939,2,4554,1015.25
,,1675,,,1133.5,,,854,2,4310,1015.25
,,1472,,,4898,,,730,2,4239,1015.25
,,790,,,4596,,,708,2,4161,1040
,,764,,,4102,,,764,2,4103,1040
,,851,,,3875,,,865,2,4005,1040
,,1028,,,1456,,,960,2,4048,1040
,,1603,,,1456,,,1107,2,4234,1052.5
,,2725,,,1346,,,613,2,4575,1052.5
,,2944,,,1346,,,613,1,5004,1052.5
,,1988.5,,,2916,,,633.5,2,5428,1052.5
,,1988.5,,,2546,,,633.5,2,5860,2191.5
,,4765,,,1679,,,658.5,2,6296,2191.5
,,2767,,,1697,,,658.5,1,6608,1103.5
,,2767,,,2167,,,668.5,1,6792,1103.5
,,5791,,,1732.5,,,668.5,2,6801,1103.5
,,5909,,,1732.5,,,1400,2,6745,1103.5
,,5592,,,2573.5,,,1486,1,6633,2257
,,5657,,,2573.5,,,1657,1,6637,2257
,,5473,,,3648.5,,,1652,1,6735,2327.5
,,5607,,,3648.5,,,1746,1,6684,2327.5
,,5669,,,9580,,,1763,1,6795,4647
,,2962,,,11312,,,1777,1,6804,4656
,,2962,,,12453,,,1963,1,6678,4560
,,2958,,,12948,,,2039,1,6519,4660
,,2958,,,12924,,,2097,2,6207,4650
,,2797.5,,,11856,,,2166,2,5774,4627
,,2797.5,,,11364,,,2263,1,5281,4771
,,2724.5,,,10991,,,1182,1,4015,4523
,,2724.5,,,10053,,,1182,1,3886,4486
,,5375,,,7695,,,2354,3,3167,1437.333333
,,1937.333333,,,1166,,,2258,1,3065,1437.333333
,,1937.333333,,,1615,,,2144,1,3025,1437.333333
,,1937.333333,,,2449,,,2085,1,3093,2032.5
,,2808.5,,,3434,,,2068,1,3144,2032.5
,,2808.5,,,4074,,,2109,2,3357,3737
,,2703,,,5092,,,2044,2,3498,3374
,,2703,,,6066,,,2011,1,3688,3073
,,5336,,,6935,,,2025,1,3725,2885
,,2714.5,,,6972,,,1911,1,4000,2738
,,2714.5,,,7329,,,900,1,4199,2738
,,1093,,,7515,,,900,1,4355,2816
,,1314,,,6900,,,865.5,1,4404,2870
,,736,,,6509,,,865.5,2,4436,3079
,,736,,,2538,,,1624,2,4144,3125
,,1613,,,2236,,,1593,1,3871,3352
,,1105.5,,,2603,,,1619,2,3714,3579
,,1105.5,,,2948,,,541.3333333,2,3519,3807
,,2809,,,3858,,,541.3333333,2,3467,4110
,,1645.5,,,4538,,,541.3333333,2,3568,4344
,,1645.5,,,5101,,,1631,2,3734,4655
,,1988.5,,,5952,,,578.3333333,2,3943,4842
,,1988.5,,,2980.5,,,578.3333333,2,4187,4937
,,2165,,,2980.5,,,578.3333333,2,4408,5133
,,2165,,,1557,,,623,3,4565,5271
,,1552.666667,,,1557,,,623,2,4783,5367
,,1552.666667,,,1343,,,623,1,4886,2754.5
,,1552.666667,,,1343,,,1032,1,4880,2754.5
,,1829.333333,,,1305,,,1032,1,5057,2717
,,1829.333333,,,1305,,,1159,1,5293,2717
,,1829.333333,,,1250,,,1159,1,5431,5684
,,2773.5,,,1250,,,880,1,5729,2937
,,2773.5,,,3100,,,880,1,5724,2937
,,3107.5,,,1797,,,880,1,5746,3100
,,3107.5,,,1797,,,1007.333333,1,5661,3100
,,3539,,,2056.5,,,1007.333333,2,5610,3305.5
,,3539,,,2056.5,,,1007.333333,2,5588,3305.5
,,3929,,,4551,,,1194.333333,2,5546,6771
,,3929,,,4512,,,1194.333333,2,5392,7058
,,7433,,,4202,,,1194.333333,2,5249,3619
,,3695,,,4294,,,1364,2,5021,3619
,,3695,,,1572,,,1364,1,4743,3736
,,2286,,,1572,,,1364,1,4593,3736
,,2286,,,1572,,,1530.666667,1,2162,7829
,,2286,,,2086,,,1530.666667,2,2536,8139
,,3382.5,,,2086,,,1530.666667,1,2688,8452
,,3382.5,,,2026,,,4955,2,2816,8659
,,5882,,,2026,,,5288,2,2925,8827
,,3128,,,2042,,,5535,2,2969,8833
,,3518,,,2042,,,2839,1,3140,8868
,,4181,,,2154.5,,,2839,1,3231,8720
,,4525,,,2154.5,,,5870,2,3368,8715
,,4814,,,2509.5,,,3033.5,2,3506,8687
,,4680,,,2509.5,,,3033.5,3,3591,7649
,,2245,,,2725,,,2069,4,3644,7068
,,2245,,,2725,,,2069,1,3739,6607
,,1954,,,5604,,,2069,1,3952,6222
,,1954,,,2918.5,,,3144,2,4205,5627
,,1552.5,,,2918.5,,,3144,3,4321,5286
,,1552.5,,,6270,,,3163.5,3,4699,4393
,,1383,,,6548,,,3163.5,2,5139,4086
,,890,,,6602,,,3168,2,5641,2576
,,537,,,3306.5,,,3168,2,6380,2679
,,537,,,3306.5,,,3100.5,2,6988,2754
,,730,,,3140,,,3100.5,2,7522,2784
,,730,,,3140,,,3058.5,2,7969,1394.5
,,2111,,,5620,,,3058.5,2,8309,1394.5
,,2648,,,2362.5,,,3096,1,8597,1408
,,1710,,,2362.5,,,3096,1,8654,1408
,,1710,,,4598,,,3075.5,1,6954,1418
,,2032.5,,,2437,,,3075.5,1,1659,1418
,,2032.5,,,2437,,,6169,1,1626,1427
,,2379,,,2376,,,2962.5,1,1643,1427
,,2379,,,2376,,,2962.5,1,1706,1429
,,1316.75,,,2295.5,,,5619,2,1794,1429
,,1316.75,,,2295.5,,,5210,3,1822,1469
,,1316.75,,,2266,,,4841,3,2011,1469
,,1316.75,,,2472,,,4495,3,2238,3042
,,1999.333333,,,3006,,,4133,4,2633,1516.5
,,1999.333333,,,3614,,,3756,4,3170,1516.5
,,1999.333333,,,3985,,,3346,3,3753,1543
,,2148,,,4052,,,2997,2,4195,1543
,,2148,,,2291.5,,,2007,3,4440,1556
,,2148,,,2291.5,,,1727,3,4713,1556
,,2036.666667,,,2466,,,1529,2,5090,1602.5
,,2036.666667,,,2466,,,1407,3,5410,1602.5
,,2036.666667,,,4991,,,1351,2,5770,1074.666667
,,6007,,,1993,,,1303,2,6141,1074.666667
,,4545,,,1371,,,1271,3,6575,1074.666667
,,3283,,,1321,,,473,2,6929,1625
,,2572,,,1509,,,473,1,7162,1625
,,2298,,,1936,,,904,1,7246,1103.333333
,,2131,,,1089.5,,,913,1,7237,1103.333333
,,2562,,,1089.5,,,982,1,7314,1103.333333
,,2955,,,2573,,,1146,1,7337,1116.666667
,,1858,,,2931,,,1433,1,7479,1116.666667
,,1858,,,2768,,,1628,1,6303,1116.666667
,,2039,,,3318,,,1777,1,6108,1686
,,2039,,,1361,,,1850,1,5857,1686
,,2181.5,,,1361,,,2080,1,5631,1870
,,2181.5,,,942,,,2277,1,5430,1774
,,2057,,,942,,,2572,1,5371,1823
,,2057,,,942,,,1400.5,1,5227,1957
,,4351,,,1674.5,,,1400.5,1,5162,2093
,,1904,,,1674.5,,,1440.5,1,5189,2149
,,1904,,,3833,,,1440.5,1,5250,1103.5
,,3470,,,3424,,,1454,1,5348,1103.5
,,1044.5,,,3142,,,1454,1,5414,1125.5
,,1044.5,,,3204,,,1469.5,1,5511,1125.5
,,1608,,,1751,,,1469.5,1,5724,1174.5
,,1272,,,1768,,,1494,2,5877,1174.5
,,1399,,,2544,,,1494,1,5857,2512
,,978,,,1951,,,1520,1,5887,1322
,,978,,,1951,,,1520,1,5863,1322
,,1272.5,,,2761.5,,,3143,1,5999,2804
,,1272.5,,,2761.5,,,1675,1,6533,2949
,,1545,,,6919,,,1675,1,6508,2940
,,1545,,,8656,,,1814.5,1,6487,1449.5
,,1858,,,9489,,,1814.5,1,6430,1449.5
,,1858,,,10689,,,1886,1,6493,2792
,,2396.5,,,5680,,,1886,1,6470,1335
,,2396.5,,,5680,,,1928,1,6287,1335
,,2547,,,5950.5,,,1928,1,6102,1306
,,2547,,,5950.5,,,1920,2,5959,1306
,,1908.666667,,,12096,,,1920,2,5877,1335.5
,,1908.666667,,,5869.5,,,1282,1,6004,1335.5
,,1908.666667,,,5869.5,,,1282,2,6090,1354.5
,,2782,,,11321,,,1282,1,6201,1354.5
,,2782,,,3333,,,993,2,6386,1428
,,1125.75,,,3894,,,993,2,6669,1428
,,1125.75,,,3987,,,993,1,6750,1507
,,1125.75,,,1550,,,993,1,6782,1507
,,1125.75,,,1293,,,1397.666667,1,6632,1576
,,1019,,,1293,,,1397.666667,1,6458,1576
,,1019,,,1821,,,1397.666667,1,6076,1684
,,1019,,,1821,,,1102.25,1,1635,1684
,,1019,,,2509,,,1102.25,1,1480,1208.333333
,,2019.5,,,2509,,,1102.25,1,1454,1208.333333
,,2019.5,,,3269,,,1102.25,2,1396,1208.333333
,,1681.5,,,3269,,,2246,3,1471,1347
,,1681.5,,,2467,,,2246,3,1515,1347
,,1647.5,,,2467,,,1510,3,1520,1347
,,1647.5,,,2467,,,1510,3,1657,1442.333333
,,1368,,,3987,,,1510,3,1912,1442.333333
,,1368,,,3987,,,1478.666667,2,2208,1442.333333
,,1580,,,2620,,,1478.666667,2,2611,2314.5
,,1580,,,2620,,,1478.666667,2,2970,2314.5
,,1028.666667,,,2620,,,2157,1,3337,1662.333333
,,1028.666667,,,7349,,,2157,1,3763,1662.333333
,,1028.666667,,,3614.5,,,2132,3,4016,1662.333333
,,1658.5,,,3614.5,,,2132,3,4114,2591.5
,,1658.5,,,3228.5,,,2095.5,4,4203,2591.5
,,1820.5,,,3228.5,,,2095.5,2,4234,2562
,,1820.5,,,6123,,,4026,1,4213,2562
,,1062.25,,,2737.5,,,3883,1,3822,1721.666667
,,1062.25,,,2737.5,,,3787,1,2906,1721.666667
,,1062.25,,,5228,,,3771,2,2710,1721.666667
,,1062.25,,,4934,,,3729,2,2644,2551
,,2310,,,2919,,,3726,2,2609,2551
,,2310,,,2919,,,3723,1,2724,2523.5
,,2190,,,3654.5,,,3675,1,2938,2523.5
,,2190,,,3654.5,,,3611,1,2982,2518.5
,,4536,,,4180.5,,,3470,1,3192,2518.5
,,2013.5,,,4180.5,,,1702.5,1,3342,2461.5
,,2013.5,,,9025,,,1702.5,2,3474,2461.5
,,1822,,,4930.5,,,1603.5,2,3478,1239
,,1822,,,4930.5,,,1603.5,1,3476,558
,,2857,,,10071,,,1558.5,1,3567,558
,,2421,,,3106,,,1558.5,1,3700,1022
,,2273,,,3124,,,1547.5,1,3753,1053
,,2344,,,1605.5,,,1547.5,1,3813,537.5
,,2821,,,1605.5,,,1512,1,3891,537.5
,,1567,,,3435,,,1512,1,3831,283.5
,,1567,,,3182,,,1459.5,1,4024,283.5
,,2136.5,,,1948,,,1459.5,1,4160,283.5
,,2136.5,,,386,,,1500,1,4532,283.5
,,1031,,,546,,,1500,1,4923,435.6666667
,,1488,,,817,,,1559,1,5477,435.6666667
,,1994,,,1425,,,1559,1,6051,435.6666667
,,2585,,,2235,,,1681,1,6418,1573
,,3549,,,3065,,,1681,1,6897,949
,,3822,,,4129,,,1780,2,7113,949
,,2128.5,,,5333,,,1780,2,7437,2369
,,2128.5,,,6190,,,1251.666667,1,7684,2993
,,2230.5,,,7263,,,1251.666667,2,7807,3660
,,2230.5,,,4185.5,,,1251.666667,2,7809,4371
,,2275.5,,,4185.5,,,1930,1,3974,5109
,,2275.5,,,4602,,,1930,1,3602,1935.666667
,,5030,,,4602,,,3858,1,3487,1935.666667
,,4734,,,5120,,,1849,1,3501,1935.666667
,,4563,,,5120,,,1849,1,3725,3165.5
,,4684,,,5509.5,,,3616,2,4006,3165.5
,,4479,,,5509.5,,,3625,2,4320,2259.666667
,,4500,,,5630,,,3521,3,4819,2259.666667
,,4767,,,5630,,,1718,2,5255,2259.666667
,,4919,,,5705.5,,,1718,2,5654,2390
,,5233,,,5705.5,,,1690.5,2,6079,2390
,,4871,,,5284,,,1690.5,2,6529,2390
,,2360,,,5284,,,1628.5,1,6874,2486.333333
,,2360,,,4854.5,,,1628.5,1,7159,2486.333333
,,4795,,,4854.5,,,1655,1,7351,2486.333333
,,5091,,,4186,,,1655,1,7498,3848.5
,,2377.5,,,4186,,,1732.5,1,7485,3848.5
,,2377.5,,,3792,,,1732.5,1,7390,2711
,,2660.5,,,3792,,,3738,1,7243,2711
,,2660.5,,,6319,,,3958,1,7053,2711
,,1813,,,5098,,,4228,1,6944,4191.5
,,1813,,,2582,,,4241,1,6696,4191.5
,,1813,,,2965,,,4340,1,6517,4238
,,2665,,,3087,,,4231,1,6430,4238
,,2665,,,3286,,,4055,1,6261,4270.5
,,5115,,,3663,,,3656,1,5292,4270.5
,,4413,,,1420,,,1796,1,4954,8349
,,3619,,,1420,,,1796,1,4588,8132
,,2766,,,1420,,,3497,1,4375,529
,,2485,,,2475.5,,,3373,1,4162,529
,,2658,,,2475.5,,,1574,1,3376,1005
,,2912,,,5526,,,1574,2,3088,526
,,1788,,,6414,,,2818,4,2983,526
,,1788,,,3659.5,,,1175,1,2898,1169
,,4178,,,3659.5,,,1175,1,2979,637
,,4504,,,7618,,,2210,1,3195,637
,,4448,,,3819,,,2070,1,3376,1439
,,4714,,,3819,,,2010,2,3544,791.5
,,4593,,,6990,,,2020,1,3544,791.5
,,2082,,,6596,,,2153,1,3323,869.5
,,2082,,,5959,,,2240,2,3341,869.5
,,4240,,,5034,,,1202.5,2,3401,604
,,4082,,,5063,,,1202.5,1,3449,604
,,3602,,,5049,,,1397.5,2,3450,604
,,2068,,,4870,,,1397.5,2,3338,958.5
,,2030,,,4993,,,3191,2,3307,958.5
,,3189,,,4897,,,3690,2,3319,1034
,,2177.5,,,4940,,,4319,2,3311,1034
,,2177.5,,,5194,,,4900,2,3321,1154.5
,,5534,,,6142,,,2717,2,3288,1154.5
,,6211,,,6569,,,2717,2,3341,1314.5
,,3147.5,,,3120.5,,,1954.333333,2,3384,1314.5
,,3147.5,,,3120.5,,,1954.333333,1,3526,3007
,,3465.5,,,2355,,,1954.333333,1,3596,3330
,,3465.5,,,3016,,,2142.666667,2,3765,3601
,,3212.5,,,3902,,,2142.666667,1,3876,3712
,,3212.5,,,4818,,,2142.666667,2,3974,3701
,,3080.5,,,5927,,,2343,1,4084,3422
,,3080.5,,,3731.5,,,2343,2,4125,3416
,,2766,,,3731.5,,,2343,2,4031,3303
,,2766,,,8460,,,2489.333333,2,4069,3177
,,2659,,,8989,,,2489.333333,2,3944,345
,,2659,,,9205,,,2489.333333,2,3833,345
,,5269,,,9459,,,2599.666667,2,3762,773
